Supplementary Table S1: Summary of identified proteins,,,,,,,,,,,,,,,,,,,
id,Class,Protein.ID,RefSeq,Offical gene symbol,Uniprot,log2FC.experiment L1,log2FC.experiment H1 (label swap),log2FC.experiment L2,mean log2FC (experiment 1-3),log10 iBAQ,Functional Group,RNA binding,spliceosome,nucleolus,OMIM Phenotype,Phenotype MIM number,RNA-binding prediction (% precision),mRNA-binding prediction (% precision),ssRNA-binding prediction (% precision)
551,I,IPI00029731,NP_000987,RPL35A,P18077;C9K025;C9JBE2;C9J7F9,-3.487653758,1.773574423,-2.196343113,2.485857098,7.249893759,ribosomal,,,x,Diamond-Blackfan anemia 5,612528,,,
665,I,IPI00299149,NP_008868 ,SUMO2,P61956;B2R4I2;C9J3L3;A8MU27;B4DUW4;A8MUA9;P55854;A1L3W5;Q6EEV6,-2.054392297,2.539332545,-2.78418475,2.4593031973,8.0284235146,candidate mRNA binder,,,,,,0,,
822,I,IPI00217686,NP_060117,FTSJ3,Q8IY81;B4DKU3,-1.844872529,2.218936121,-3.284616164,2.449474938,7.8716183501,RNAmod,x,,x,,,50,,
1024,I,IPI00328293,NP_005830,SRRM1,Q8IYB3-2;Q8IYB3;A9Z1X7;B7Z7U0;Q8IYB3-1,-2.213102585,1.914985408,-2.991025554,2.373037849,7.8166299,RNAbinding,x,x,,,,,50,
650,I,IPI00102815,NP_071896,NOC3L,Q8WTT2;A8K905;B4DXL4;A6NJZ9,-1.782645186,2.253807784,-2.600686695,2.2123798883,7.244029589,candidate mRNA binder,,,x,,,50,,
129,I,IPI00005154,NP_003137 ,SSRP1,Q08945,-2.346884937,1.836530121,-2.247217161,2.143544073,6.5439513896,candidate mRNA binder,,,x,,,20,,
1449,I,IPI00939523,NP_055644,DDX46,Q7L014;A8K6X3;Q0VGL8,-2.404534532,1.787265283,-2.233040235,2.14161335,7.1955077995,helicase,x,,x,,,,20,20
1186,I,IPI00464952,NP_004759,SFRS11,Q05519;Q8IWE6;Q05BU6;Q5HYN2;Q5T760;Q6PJB9;Q6PJY9;Q6PKC9;Q5T757;Q6MZM2;Q6N079,-1.856998494,1.781359714,-2.750493979,2.1296173957,7.6237905286,RNAbinding,x,,,,,,50,
815,I,IPI00217467,NP_005312,HIST1H1E ,P10412;A3R0T7;A3R0T8;B2R984;Q4VB24,-2.516965908,1.688806995,-2.173189182,2.126320695,7.1342302485,histone,,,x,,,0,,
778,I,IPI00856098,NP_004578  ,RRBP1,A7BI36;Q9P2E9-1;Q9P2E9;Q9P2E9-2;A1A5C4;A2A2S5;Q05DK7;Q32NB1;Q9P2E9-3;A1A5C5;B3KSG1,-2.263888734,1.749834574,-2.101412397,2.0383785683,6.9872340153,candidate mRNA binder,,,,,,20,,
1023,II,IPI00307760,NP_115883,ZC3H8,Q8N5P1;Q53QC9;Q53RD8,NA,3.014837301,-8.410360753,5.712599027,6.3674806973,RNAbinding,x,,,,,,,
935,II,IPI00908725,NP_653205,ZC3H18 ,B4DTK7;Q86VM9-1;Q86VM9;C9JA72;Q86VM9-2;B4DZ24;Q86YU5,-4.955944473,NA,-6.409600142,5.6827723075,5.2514282619,RNAbinding,x,,,,,20,,
954,II,IPI00297477,NP_003081,SNRPA1,P09661;Q53G21;Q53G61;Q6NVW9;O95485;Q9UEN1,-8.644837556,NA,-2.693667757,5.6692526565,5.5924226346,RNAbinding,x,x,x,,,,,
1377,II,IPI00827541,NP_071401,RBM26,Q5T8P6-2;Q5T8P6;B4DZH7,-5.114435006,NA,-5.924804208,5.519619607,6.0804400802,RNAbinding,x,,,,,,20,
864,II,IPI00300956,NP_037367 ,DROSHA,Q9NRR4-1;Q9NRR4;Q9NRR4-2;Q9NRR4-3;Q59FF9,-5.468619039,NA,-5.254234314,5.3614266765,5.3064281357,nuclease,x,,,,,,,
594,II,IPI00890773,NP_036255,MTO1,Q9Y2Z2-1;Q9Y2Z2;Q9Y2Z2-4;Q9Y2Z2-5;Q4G1Y7;Q9Y2Z2-2;A2A6U7,-6.90528721,NA,-3.693667757,5.2994774835,6.9976065139,translationfactor,,,,,,50,,
1217,II,IPI00478667,NP_073754,PCDH20,A8K1K9;B2RBD0;Q8N6Y1;B3KSZ7;Q9H6J4,-4.974239764,NA,-5.558771511,5.2665056375,6.2110136906,candidate mRNA binder,,,,,,0,,
1029,II,IPI00328737,NP_835461,ZNF598,Q86UK7-1;Q86UK7;Q86UK7-3;Q86UK7-2;C9J2I9,-6.103531284,NA,-4.19268465,5.148107967,5.1984971332,candidate mRNA binder,,,,,,0,,
395,II,IPI00020701,NP_076971,ERI3,O43414-1;O43414;B4DN03;Q5T2T6;B1AK96;C9JA75;Q5T2T8;O43414-2;B4DEX5;O43414-3;B1AK97;C9JA73;Q5T2T5,-6.031079084,NA,-3.653482154,4.842280619,6.2369504952,nuclease,x,,,,,0,,
701,II,IPI00166873,NP_680544,C9orf23,Q8N5L8,-6.681433026,2.74779555,NA,4.714614288,5.9962829847,RNAbinding,x,,,,,20,,
1362,II,IPI00939304,NP_002262,IPO5,O00410-3;O00410;O00410-1;B3KWG6;B4E0R6;Q9BVS9;Q5T576;Q5T577;C9JZD8,-4.158017223,NA,-5.084560175,4.621288699,4.8629193344,candidate mRNA binder,,,,,,20,,
1436,II,IPI00925697,NP_001177779,CNOT4,O95628-8;O95628;O95628-4;O95628-2,-2.946415954,NA,-6.24397418,4.595195067,5.7114407703,RNAbinding,x,,,,,,20,
542,II,IPI00456970,NP_003709 ,CDK13,Q14004-1;Q14004;Q14004-2;Q53G78,-5.128042832,NA,-3.90513158,4.516587206,5.1560021902,candidate mRNA binder,,,,,,50,,
867,II,IPI00220154,NP_000250,MYO5A,Q9Y4I1-3;Q9Y4I1;O95317;Q9Y4I1-1;A8MZC5;Q9UES4;Q9Y4I1-2;A8CDT9;B4E147;B5LY56;Q59FF5;Q9UES3,NA,3.153205439,-5.659740828,4.4064731335,5.1309113531,candidate mRNA binder,,,,"Griscelli syndrome, type 1",214450,0,,
423,II,IPI00022225,NP_067054 ,C19orf29,Q8WUQ7-2;Q8WUQ7;Q8WUQ7-1;A9UL12,-4.743366101,NA,-3.751834386,4.2476002435,6.0508410055,candidate mRNA binder,,x,,,,80,20,
1021,II,IPI00307155,NP_004841,ROCK2,O75116;B4DRJ9;Q14DU5,NA,3.944483671,-4.545537702,4.2450106865,5.256276241,candidate mRNA binder,,,,,,0,,
400,II,IPI00216260,NP_005717,TSFM,P43897-2;P43897;P43897-1;B4E391;B4DHY8;C9JT21,-3.71882522,NA,-4.714784826,4.216805023,5.7424514152,RNAbinding,x,,,Combined oxidative phosphorylation deficiency 3 ,610505,,,
707,II,IPI00167985,NP_689813,ZNF579,Q8NAF0,-2.805106071,NA,-5.475342514,4.1402242925,6.8086908342,candidate mRNA binder,,,,,,0,,
1005,II,IPI00304181,NP_079128,EIF2C3,Q9H9G7;A8KA05;Q6NXU1;Q96JZ0;B4E1P5;B1ALI0;B4DY67,-5.428985356,NA,-2.811269933,4.1201276445,6.0361826995,translationfactor,x,,,,,,,
1035,II,IPI00916405,NP_057737,ZAK,B8ZZU2;Q9NYL2-1;Q9NYL2;C9JZ72,-3.879000519,NA,-4.314818727,4.096909623,5.360722551,candidate mRNA binder,,,,,,0,,
1210,II,IPI00477842,NP_115285,SRSF8,Q9BRL6-1;Q9BRL6;Q9BRL6-2;C9JTN8,-4.170822637,NA,-3.892006887,4.031414762,7.0434577169,RNAbinding,x,,,,,,50,
109,II,IPI00003889,NP_061744  ,PCDHGA9,Q9Y5G4-1;Q9Y5G4;Q9Y5G4-2;Q9Y5G5-1;Q9Y5G5;Q9Y5G5-2,-1.546540367,3.199264014,-7.206095796,3.9839667257,6.9595311669,candidate mRNA binder,,,,,,0,,
703,II,IPI00167762,NP_849152,C19orf47,Q8N9M1-1;Q8N9M1;Q8N9M1-2;Q8N9M1-3,NA,2.364376324,-5.576837084,3.970606704,5.2704121632,candidate mRNA binder,,,,,,0,,
913,II,IPI00553185,NP_005989,CCT3,P49368;B4DUR8;Q2TU64;Q59H77;B3KX11;Q5SZY0;A6NE14,-6.329449682,1.583904136,NA,3.956676909,5.5825301613,candidate mRNA binder,,,,,,0,,
368,II,IPI00018522,NP_001527 ,PRMT1,Q99873-1;Q99873;B4E3C3;C9J957;Q8WUW5;Q99873-2;Q99873-3;Q5U8W9;B4DJ87,-4.838563734,NA,-3.062504943,3.9505343385,5.734641744,candidate mRNA binder,,,,,,0,,
1338,II,IPI00783378,NP_071349,UBE2O,Q9C0C9,-4.19744114,NA,-3.640919689,3.9191804145,6.2936120896,candidate mRNA binder,,,,,,0,,
623,II,IPI00060107,NP_976043,CHCHD1,Q96BP2;A6NJX6,-5.621381843,2.11516645,NA,3.8682741465,5.7425256084,candidate mRNA binder,,,,,,20,,
322,II,IPI00015075,NP_061825,HOXB6,P17509-1;P17509;P17509-2,-3.653936085,NA,-3.997993165,3.825964625,5.8467400015,candidate mRNA binder,,,,,,0,,
1116,II,IPI00411412,NP_001136113,FBRSL1,Q6PJP7,-3.94306139,NA,-3.66364805,3.80335472,6.1646148266,candidate mRNA binder,,,,,,80,80,20
332,II,IPI00016095,NP_008911,MTERF,Q99551;A4D1E3;B2R952;B4DPR9,-5.359756684,2.062156259,NA,3.7109564715,6.142804967,candidate mRNA binder,,,,,,20,,
1185,II,IPI00457284,NP_001002909,GPATCH8,Q9UKJ3-1;Q9UKJ3;Q9UKJ3-2;C9JMT9,-3.64913166,3.761710784,NA,3.705421222,4.297341486,candidate mRNA binder,,,,,,0,,
548,II,IPI00029631,NP_004441,ERH,P84090;B2R5H2,NA,2.721635143,-4.643747992,3.6826915675,6.5298408407,candidate mRNA binder,,,x,,,20,,
579,II,IPI00031679,NP_115735 ,C3orf26,Q9BQ75;B4DUM1;C9J384;B3KW72,NA,2.180848029,-5.152413518,3.6666307735,5.7722630143,RNAbinding,x,,x,,,20,,20
310,II,IPI00013917,NP_001007,RPS12,P25398,-4.836872294,NA,-2.46490258,3.650887437,7.361673883,ribosomal,,,x,,,,,
455,II,IPI00023860,NP_004528,NAP1L1,P55209;B7Z9C2;B7Z2V4;B3KNT8;B3KV44;B7Z4K9;B7Z5H0,-7.253562707,0.537544572,-3.075702446,3.6222699083,6.428832207,candidate mRNA binder,,,,,,0,,
719,II,IPI00170935,NP_065761,LRRC47,Q8N1G4,-4.761839259,NA,-2.422365735,3.592102497,5.2602077228,RNAbinding,x,,,,,,,
746,II,IPI00179757,NP_006603,KIF1C,O43896,-4.346253891,NA,-2.755941054,3.5510974725,5.3021708791,candidate mRNA binder,,,,,,0,,
239,II,IPI00010951,NP_112598,EPPK1,P58107;C9JH97;Q9NSU9,NA,3.116897018,-3.949622291,3.5332596545,4.9587409127,candidate mRNA binder,,,,,,0,,
466,II,IPI00024524,NP_064528,PNO1,Q9NRX1;B2R823;C9J6G1,-4.52755798,2.533663013,NA,3.5306104965,6.1291481077,RNAbinding,x,,x,,,,,
922,II,IPI00291800,NP_001157973  ,EIF4ENIF1,Q9NRA8-1;Q9NRA8;B1AKL4;B4DR76;Q6PJR2;B1AKL3;Q9NRA8-2,-2.402626154,NA,-4.532257262,3.467441708,5.5863964344,translationfactor,x,,,,,20,,
217,II,IPI00009464,NP_001001998 ,EXOSC10,Q01780-1;Q01780;Q01780-2;B4DFE4;B4DKG8;Q59G73,-3.9470166,NA,-2.940201736,3.443609168,5.5555046193,RNAbinding,x,,x,,,,,
915,II,IPI00291006,NP_005909,MDH2,P40926;Q0QF37;Q6FHZ0;Q75MT9;B4DE44;B3KTM1,-5.794737623,1.04453401,-3.33639852,3.391890051,6.9118260763,metabolicEnz,,,x,,,0,,
862,II,IPI00219871,NP_057284,NAA38,O95777;A4D0W0;C9JNV3,-3.862349591,2.880783465,NA,3.371566528,5.8734700751,RNAbinding,x,x,,,,,50,
1118,II,IPI00376005,NP_001137232,EIF5A,P63241-2;P63241;P63241-1;Q6IS14,-4.813398026,1.386479889,-3.854439921,3.3514392787,6.9963851791,translationfactor,x,,,,,,,
686,II,IPI00161085,NP_060418,NOL8,Q76FK4-2;Q76FK4;C9K008;Q76FK4-1;A6H8Z4;B4DM91;Q6AI50;A6NJK7;C9JNP7;Q76FK4-4;Q76FK4-3;Q7Z607,NA,1.610889008,-5.046587239,3.3287381235,4.2044507831,RNAbinding,x,,x,,,,,
443,II,IPI00815893,NP_001262,CHD2,O14647-1;O14647;O14647-2;A8K9Y5;C6G482;Q8N677,-3.461926752,NA,-3.184555731,3.3232412415,5.3798087355,helicase,,,,,,0,,
336,II,IPI00016448,NP_060316,TRNAU1AP,Q9NX07-1;Q9NX07;B7Z6E0;Q9NX07-2,NA,2.70252457,-3.943327693,3.3229261315,6.3192891465,RNAbinding,x,,,,,,,
431,II,IPI00022774,NP_009057,VCP,P55072;Q0IIN5;Q96IF9;Q9HAP0;Q9HAP1;Q9NTC4,-3.509093109,NA,-3.109296505,3.309194807,7.3236924468,candidate mRNA binder,,,,Amyotrophic lateral sclerosis 14 with or without frontotemporal dementia; Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia ,"613954, 167320",0,,
564,II,IPI00030695,NP_004865,BAG4,O95429;B2RA34;B4E217,NA,2.230910044,-4.35396272,3.292436382,5.5532117279,candidate mRNA binder,,,,,,0,,
807,II,IPI00217240,NP_115544,WDR75,Q8IWA0;A8K330;Q05D27,NA,1.991716838,-4.586163323,3.2889400805,4.9173122134,candidate mRNA binder,,,x,,,,,
493,II,IPI00026202,NP_000971,RPL18A,Q02543;B2R4C0;B4DUV3;Q53HD3;Q76N54;B4DM74;Q32XH3;B4DM94,-4.927216412,1.510911298,-3.337127323,3.2584183443,6.9463364471,ribosomal,,,x,,,,20,
944,II,IPI00294536,NP_009109,STRAP,B4DNJ6;Q9Y3F4;B0AZV0,-3.467597255,1.52656966,-4.720440749,3.2382025547,7.4475449656,candidate mRNA binder,,,,,,,,
1392,II,IPI00853162,NP_079030,PTCD2,Q8WV60;B7Z8R2;B3KPU6;B7Z5D0;B7Z8L7,-4.191339823,2.283832897,NA,3.23758636,5.8522230007,candidate mRNA binder,,,,,,0,,
206,II,IPI00008965,NP_002219,JUN,P05412;Q6FHK0;Q6FHM7,NA,2.415866811,-4.038361856,3.2271143335,5.8521913847,candidate mRNA binder,,,,,,0,,
689,II,IPI00163391,NP_076991,METTL16,Q86W50-1;Q86W50;B7Z3X7;Q86W50-2;C9JQI1,-5.38793253,0.482435288,-3.767938547,3.2127687883,6.556457745,candidate mRNA binder,,,,,,20,,
647,II,IPI00910694,NP_683759,NSUN5,B4DP79;Q96P11-2;Q96P11;B2RD09;Q96P11-1;B3KX04;C9JJU9;Q96P11-3;Q63ZY6-1;Q63ZY6;Q63ZY6-5,-4.762230721,1.655947104,NA,3.2090889125,5.4802730515,candidate mRNA binder,,,x,,,20,,
881,II,IPI00221092,NP_001011,RPS16,P62249;B4DP32,-4.562448384,1.473319356,-3.572042046,3.202603262,7.3951472206,ribosomal,,,x,,,,20,
62,II,IPI00101258,NP_114403,MRPS24,Q96EL2;A4D1U9;A6NI76,-5.703802228,2.875465545,-1.018527246,3.1992650063,6.4411031075,ribosomal,,,,,,50,,
1266,II,IPI00556369,NP_055907,SMG1,Q96Q15-1;Q96Q15;Q96Q15-2;Q96Q15-3;Q96Q15-4,-4.068689104,1.523612136,-3.999469186,3.1972568087,5.6792511697,candidate mRNA binder,,,,,,50,,
882,II,IPI00221093,NP_001012,RPS17,P08708;A6NH77,-5.129961243,1.494569217,-2.934344975,3.1862918117,7.4767929971,ribosomal,,,x,Diamond-Blackfan anemia 4,612527,80,,
1049,II,IPI00337315,NP_008841,RBBP6,Q7Z6E9-1;Q7Z6E9;B4DZQ0;Q7Z6E9-2,-3.761447903,1.389566812,-4.379229687,3.176748134,6.4219103527,candidate mRNA binder,,x,,,,0,,
1135,II,IPI00414320,NP_001148,ANXA11,P50995;B4DVE7;B7Z6L0;Q59EP1;Q5T0G8;Q6ICS0;B4DPJ2;Q5JTC2,NA,1.742394328,-4.494011539,3.1182029335,4.6452046465,candidate mRNA binder,,,,,,,,
800,II,IPI00216691,NP_005013,PFN1,P07737;Q53Y44,-5.347369415,0.990664477,-2.972789318,3.1036077367,6.5774790338,candidate mRNA binder,,,,,,0,,
925,II,IPI00292000,NP_056444,PRPF31,Q8WWY3-1;Q8WWY3;Q8WWY3-3;B4DWW8;Q2EKB9;Q8WWY3-2,-3.566015041,1.453175137,-4.286276035,3.101822071,5.800279815,RNAbinding,x,,,Retinitis pigmentosa 11 ,600138,,,
1275,II,IPI00784107,NP_001155091,DUS3L,Q96G46-1;Q96G46;B2RDV7;Q96G46-2;B4DLK3,-2.928511894,NA,-3.26174233,3.095127112,6.0097176402,candidate mRNA binder,,,,,,50,,
1234,II,IPI00549248,NP_002511 ,NPM1,P06748-1;P06748;A4ZU86;B5BU00;Q9BTI9;P06748-2;Q9BYG9;Q9NX34,-4.288783527,1.477159211,-3.485357579,3.0837667723,8.4447038955,RNAbinding,x,,,"Leukemia, acute myeloid; Leukemia, acute promyelocytic, NPM/RARA type ",601626,,,
208,II,IPI00009032,NP_003133,SSB,P05455;B5BUB5;Q14730;Q15367;Q53XJ4;Q9UMH5;Q9UMH6,-4.382385551,1.522306893,-3.258977486,3.0545566433,7.4123098956,RNAbinding,x,,x,,,,,
1202,II,IPI00845227,NP_689592  ,C1orf131,Q8NDD1-1;Q8NDD1;Q8NDD1-2;Q8NDD1-3;Q5TBI2;B4E0F7;Q5TBH9;Q8NDD1-4,NA,1.923035054,-4.132413452,3.027724253,4.7528835652,candidate mRNA binder,,,,,,,,
79,II,IPI00001655,NP_037374,C16orf80,Q9Y6A4,-4.056179169,1.95817452,NA,3.0071768445,5.6985669257,candidate mRNA binder,,,,,,0,,
988,II,IPI00301517,NP_060485,CXorf57,Q6NSI4-1;Q6NSI4;A8K6R5;B1AQ74;Q9H7W5;Q6NSI4-2,NA,2.003026483,-3.972834622,2.9879305525,4.8834536053,candidate mRNA binder,,,,,,20,,
219,II,IPI00009680,NP_075066,MRPL44,Q9H9J2,-3.001385652,NA,-2.935558576,2.968472114,5.0345329674,ribosomal,,,,,,,,
975,II,IPI00300078,NP_005040,PWP2,Q15269,NA,2.123070192,-3.785397692,2.954233942,4.9964818637,RNAbinding,,,,,,,,
963,II,IPI00298738,NP_005026,POLRMT,O00411;Q4G0F4;Q59E91;B4DZE5,-3.755726673,1.158789414,-3.933705488,2.9494071917,7.222193846,candidate mRNA binder,,,,,,20,,
840,II,IPI00219006,NP_919307,RPS19BP1,Q86WX3,-3.832220759,2.035975744,NA,2.9340982515,5.9291697736,candidate mRNA binder,,,x,,,50,,
462,II,IPI00024167,NP_057733,ESF1,Q9H501;A0JLU5;Q05C10;Q3SWV1;Q6P6H6;Q8IWH6,NA,2.616757606,-3.217859868,2.917308737,5.243672572,RNAbinding,,,x,,,50,,
115,II,IPI00004067,NP_055516,SECISBP2L,Q93073-1;Q93073;Q93073-2,-2.557412081,NA,-3.274389706,2.9159008935,5.372927025,RNAbinding,x,,,,,20,,
168,II,IPI00006987,NP_065147,DDX24,Q9GZR7;B4DM03;Q59FS7;Q4V9L5;B4DKV2;B4E300;Q7Z4W0;Q7Z4X3,-3.196938325,1.399335183,-4.111339736,2.902537748,6.0452938254,helicase,x,,x,,,,,20
1162,II,IPI00438229,NP_005753,TRIM28,Q13263-1;Q13263;B2R8R5;Q13263-2,NA,2.35069525,-3.428876592,2.889785921,5.3030792488,candidate mRNA binder,,,,,,20,,
1063,II,IPI00376798,NP_000966,RPL11,P62913-1;P62913;Q08ES8;Q5VVD0;P62913-2;Q5VVC8;Q5VVC9,-4.815752718,1.055681562,-2.784980007,2.885471429,6.8788204139,ribosomal,,,,Diamond-Blackfan anemia 7,612562,,20,
1187,II,IPI00464999,NP_071353,HEATR6,Q6AI08;Q0VD96,-2.937104636,NA,-2.813499442,2.875302039,5.511267276,candidate mRNA binder,,,,,,0,,
1406,II,IPI00879999,NP_001104792 ,DDX54,Q8TDD1,-3.559451707,1.318692833,-3.713932667,2.8640257357,7.8166070486,helicase,x,,x,,,,,
879,II,IPI00221089,NP_001008,RPS13,P62277,-4.185841731,0.862669589,-3.377279511,2.8085969437,7.6312776943,ribosomal,,,x,,,,,
483,II,IPI00025366,NP_004068,CS,O75390;B4DJV2;B3KTN4;Q0QEL2,NA,2.232630061,-3.377324485,2.804977273,6.2607902421,metabolicEnz,,,,,,20,,
1189,II,IPI00465044,NP_061185 ,RCC2,Q9P258;A5PLK7,-4.162919001,1.512580879,-2.661090727,2.7788635357,6.2145469995,candidate mRNA binder,,,,,,0,,
909,II,IPI00290410,NP_055412,DNTTIP2,Q5QJE6;B7Z854,-2.991599168,NA,-2.563966122,2.777782645,6.2017653911,candidate mRNA binder,,,x,,,0,,
1286,II,IPI00792352,NP_006316,RAN,B5MDF5;P62826;A8K3Z8,-5.164677376,0.751463721,-2.372878811,2.763006636,7.0576226397,candidate mRNA binder,,,,,,20,,
940,II,IPI00293746,NP_077295,C1orf35,Q9BU76-1;Q9BU76;Q9BU76-4;Q9BU76-3;Q9BU76-2,-3.524300805,1.99653337,NA,2.7604170875,5.9948655305,candidate mRNA binder,,,,,,0,,
289,II,IPI00013313,NP_077289,NOL12,Q9UGY1;B3KQ09;B4DGP7;C9J0Y5,NA,2.250082353,-3.254427046,2.7522546995,5.5094995696,RNAbinding,x,,x,,,,,
1028,II,IPI00328715,NP_848927,MTDH,Q86UE4,-3.256493649,1.445726703,-3.532273953,2.744831435,6.3552196557,candidate mRNA binder,,,,,,0,,
610,II,IPI00034069,NP_071761,TFB2M,Q9H5Q4;B4DTJ4,-3.778016538,0.926758532,-3.459115703,2.7212969243,6.4252569922,RNAmod,x,,,,,20,,
501,II,IPI00026496,NP_008924,NPM3,O75607,-4.193449914,1.039348991,-2.891642822,2.7081472423,7.0640084865,candidate mRNA binder,,,x,,,50,,
827,II,IPI00218054,NP_734467,C11orf31,Q8IZQ5,NA,1.87282876,-3.541500401,2.7071645805,5.1783848844,candidate mRNA binder,,,,,,0,,
467,II,IPI00910443,NP_056525,GLTSCR2,B4E1N4;Q9NZM5;Q53YP0;Q7L4X7;Q96CS0;B4DND9;B4E013;B4DVK1,NA,2.077345557,-3.326667912,2.7020067345,4.8812533784,candidate mRNA binder,,,,,,20,,
360,II,IPI00018120,NP_004623 ,DAP3,P51398;B4DP59;Q68CT7;B4DY62,-3.177490097,1.509797169,-3.370847645,2.6860449703,6.6333890633,ribosomal,,,,,,20,,
1295,II,IPI00645078,NP_003325,UBA1,P22314;B4DDE4;B4DL67;B3KUJ2;Q5JRR6;Q712V1,NA,2.579662897,-2.771914,2.6757884485,5.7585783427,candidate mRNA binder,,,,,,0,,
85,II,IPI00002460,NP_004025 ,ANXA7,P20073-1;P20073;B2R657;B2R7L2;Q53HM8;P20073-2;B4DT77;B4DWU2;B4DHY4,NA,2.062777961,-3.278863616,2.6708207885,4.8620645596,candidate mRNA binder,,,,,,,,
123,II,IPI00929268,NP_055318,UTP20,B4DN27;O75691,NA,1.87935289,-3.457942084,2.668647487,5.7922496974,candidate mRNA binder,,,x,,,50,,
511,II,IPI00027270,NP_000978,RPL26,P61254;Q6IBH6;A6NE05,-3.315306915,1.463570146,-3.156112607,2.644996556,7.4450486568,ribosomal,,,x,,,,20,
75,II,IPI00001159,NP_006827,GCN1L1,Q92616;B4DM32,NA,1.991644286,-3.290250598,2.640947442,4.4827070177,translationfactor,x,,,,,,,
833,II,IPI00218606,NP_001016,RPS23,P62266;A8K517,-3.017066643,1.494773999,-3.32649423,2.6127782907,7.0727827856,ribosomal,,,x,,,80,20,
378,II,IPI00019463,NP_001129123 ,EIF2AK2,P19525;B7ZKK7;Q6PK38;Q8IW76;Q7Z6F6;C9JZT2;Q05CP4,NA,1.711274631,-3.495768107,2.603521369,5.0938921494,translationfactor,x,,x,,,,,
770,II,IPI00186290,NP_001952,EEF2,P13639;B4DMC6;B4DRE8;Q6PK56;Q8TA90;B4DPU3,-2.888861825,1.444455046,-3.447642604,2.5936531583,6.3447703046,RNAbinding,x,,x,,,,,
290,II,IPI00641788,NP_003084,SNRPC,Q53G33;Q5TAL3;P09234;Q5TAL4;Q5TAL2,-3.198129486,1.955796349,NA,2.5769629175,6.018358327,RNAbinding,x,,x,,,,,
457,II,IPI00024024,NP_005079 ,AKAP17A,Q02040-1;Q02040;Q02040-3;Q02040-2;Q05DA9,-2.675396745,NA,-2.46609782,2.5707472825,5.6984217793,RNAbinding,x,,,,,,20,
1143,II,IPI00418290,NP_115487,MRPL14,Q6P1L8,-3.871189275,1.062190805,-2.771716937,2.5683656723,5.1809601007,ribosomal,,,,,,50,,
271,II,IPI00794659,NP_001139699,RPS20,B4DW28;P60866;B2R4F4,-4.178743683,0.47518867,-2.964207199,2.5393798507,6.7552420011,ribosomal,,,,,,,,
866,II,IPI00396171,NP_002366 ,MAP4,P27816-1;P27816;P27816-6;B4DM10;P27816-2;Q05D06;Q6NX68;P27816-5;C9JFC3;P27816-4;Q86Y04;B9ZVR1;C9JD55;C9JRB9;B4DSQ1,NA,1.599032083,-3.475406698,2.5372193905,4.3687980657,candidate mRNA binder,,,,,,0,,
275,II,IPI00012772,NP_000964,RPL8,P62917;B4DVG7,-3.4356511,1.273993228,-2.883635243,2.5310931903,6.8786234195,ribosomal,,,x,,,,20,
688,II,IPI00792993,NP_001124439,ZNF385A,Q96PM9-1;Q96PM9;Q96PM9-2,-3.413115187,2.968588465,-1.084456154,2.4887199353,5.972380879,RNAbinding,x,,,,,50,,
288,II,IPI00013297,NP_055706,PDAP1,Q13442,-4.174465085,0.826029786,-2.438854746,2.4797832057,6.5686252481,candidate mRNA binder,,,,,,0,,
421,II,IPI00022145,NP_073568,NUCKS1,Q9H1E3-1;Q9H1E3;Q54AC0;Q6IA16;Q9H1E3-2;B4DTY3,NA,2.128788294,-2.743037674,2.435912984,5.7975375922,candidate mRNA binder,,,,,,0,,
216,II,IPI00873328,NP_057588,MRPL27,A8MUX6;Q9P0M9,-3.520918477,0.896620611,-2.888648124,2.4353957373,5.9704747278,ribosomal,,,,,,50,,
171,II,IPI00007089,NP_055701,NSA2,O95478;Q5J7U2,-4.222484757,2.12647734,-0.934041735,2.427667944,6.4056513806,candidate mRNA binder,,,x,,,80,,
742,II,IPI00179330,NP_002945,RPS27A,P62979;B2RDW1;Q5RKT7;Q8WYN9;P62987;Q3MIH3;P62988;Q49A90;A8CGI2,-2.618916016,1.341928835,-3.306430525,2.4224251253,8.5981147215,ribosomal,,,x,,,50,,
1170,II,IPI00449049,NP_001609,PARP1,P09874;B1ANJ4;B2R5W3;B4E0E1;Q05D33;Q96P95,-3.72835441,0.861955364,-2.673002535,2.421104103,6.8697824915,candidate mRNA binder,,,,,,20,,
976,II,IPI00300127,NP_078938  ,NAT10,Q9H0A0;B4DFD5;Q05CW7,-2.91550027,1.113500481,-3.215043806,2.414681519,5.6287869243,metabolicEnz,,,x,,,20,,
560,II,IPI00871827,NP_000962,RPL7,A8MVV7;P18124;A8MY04;A8MUD9;O95036;C9J0Q1,-3.266315938,1.204015477,-2.6865916,2.385641005,7.6979827792,ribosomal,,,x,,,,,
463,II,IPI00024279,NP_060542,HEATR1,Q9H583;A2VDI1;B2RWN5;B4E263;B7ZAU8;Q8N7L7;Q96ES5;B3KWS1;Q5T3Q7,-0.481605864,3.40599236,-3.239634259,2.375744161,5.7662571705,candidate mRNA binder,,,x,,,80,,
1237,II,IPI00550021,NP_000958,RPL3,P39023;Q96QL0;A6NHB7;B3KS36;B4DN06;Q49AJ9;Q8TBW1;Q9BT63;Q9NY85;C9JFX8;C9J1Y8;B5MCW2,-3.267704748,1.14208663,-2.695816084,2.3685358207,7.0588271602,ribosomal,,,,,,,,
