UNIQUE	ID	Name	Description	HEK293-RIC	HuH7-IC	HeLa-RNPxl	HeLa-IC	HeLa-RBDmap	K562-serIC-chr	K562-serIC	Enzyme	Metabolism	"""Metabolic.Enzyme"""
PELP1	ENSG00000141456	PELP1	proline, glutamate and leucine rich protein 1	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PES1	ENSG00000100029	PES1	pescadillo ribosomal biogenesis factor 1	YES	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
PFN1	ENSG00000108518	PFN1	profilin 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PGRMC1	ENSG00000101856	PGRMC1	progesterone receptor membrane component 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PHF10	ENSG00000130024	PHF10	PHD finger protein 10	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PHF3	ENSG00000118482	PHF3	PHD finger protein 3	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PHF5A	ENSG00000100410	PHF5A	PHD finger protein 5A	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
PHF6	ENSG00000156531	PHF6	PHD finger protein 6	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PHGDH	ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
PIN4	ENSG00000102309	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
PKM	ENSG00000067225	PKM	pyruvate kinase, muscle	no	YES	no	YES	no	no	no	TRUE	TRUE	TRUE
PKN2	ENSG00000065243	PKN2	protein kinase N2	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PLA2G1B	ENSG00000170890	PLA2G1B	phospholipase A2 group IB	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
PLEC	ENSG00000178209	PLEC	plectin	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PMS1	ENSG00000064933	PMS1	PMS1 homolog 1, mismatch repair system component	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
PNISR	ENSG00000132424	PNISR	PNN interacting serine and arginine rich protein	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
PNN	ENSG00000100941	PNN	pinin, desmosome associated protein	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
PNO1	ENSG00000115946	PNO1	partner of NOB1 homolog	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PNPT1	ENSG00000138035	PNPT1	polyribonucleotide nucleotidyltransferase 1	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
POLDIP3	ENSG00000100227	POLDIP3	DNA polymerase delta interacting protein 3	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
POLR2A	ENSG00000181222	POLR2A	RNA polymerase II subunit A	YES	YES	no	YES	no	YES	YES	TRUE	FALSE	FALSE
POLR2B	ENSG00000047315	POLR2B	RNA polymerase II subunit B	YES	YES	no	YES	no	YES	YES	TRUE	FALSE	FALSE
POLRMT	ENSG00000099821	POLRMT	RNA polymerase mitochondrial	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
POP1	ENSG00000104356	POP1	POP1 homolog, ribonuclease P/MRP subunit	no	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
POP7	ENSG00000172336	POP7	POP7 homolog, ribonuclease P/MRP subunit	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
POU5F1	ENSG00000204531	POU5F1	POU class 5 homeobox 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PPAN	ENSG00000130810	PPAN	peter pan homolog (Drosophila)	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
PPHLN1	ENSG00000134283	PPHLN1	periphilin 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PPIA	ENSG00000196262	PPIA	peptidylprolyl isomerase A	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
PPIB	ENSG00000166794	PPIB	peptidylprolyl isomerase B	YES	no	no	YES	YES	no	no	TRUE	FALSE	FALSE
PPID	ENSG00000171497	PPID	peptidylprolyl isomerase D	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
PPIE	ENSG00000084072	PPIE	peptidylprolyl isomerase E	no	YES	no	YES	YES	YES	no	TRUE	FALSE	FALSE
PPIF	ENSG00000108179	PPIF	peptidylprolyl isomerase F	no	YES	no	no	YES	no	no	TRUE	FALSE	FALSE
PPIG	ENSG00000138398	PPIG	peptidylprolyl isomerase G	YES	YES	no	YES	no	YES	no	TRUE	FALSE	FALSE
PPIL4	ENSG00000131013	PPIL4	peptidylprolyl isomerase like 4	YES	YES	no	YES	YES	YES	YES	TRUE	FALSE	FALSE
PPP1CC	ENSG00000186298	PPP1CC	protein phosphatase 1 catalytic subunit gamma	YES	no	no	no	no	no	no	TRUE	TRUE	TRUE
PPP1R10	ENSG00000238104;ENSG00000231737;ENSG00000206489;ENSG00000230995;ENSG00000204569;ENSG00000227804;ENSG00000235291	PPP1R10	protein phosphatase 1 regulatory subunit 10	YES	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
PPRC1	ENSG00000148840	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
PRDX1	ENSG00000117450	PRDX1	peroxiredoxin 1	YES	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
PRDX3	ENSG00000165672	PRDX3	peroxiredoxin 3	no	YES	no	no	no	no	no	TRUE	FALSE	FALSE
PRKAR2A	ENSG00000114302	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	no	YES	no	no	no	no	no	FALSE	TRUE	FALSE
PRKDC	ENSG00000253729	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	YES	YES	no	no	no	YES	YES	TRUE	FALSE	FALSE
PRKRA	ENSG00000180228	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PRMT1	ENSG00000126457	PRMT1	protein arginine methyltransferase 1	YES	YES	no	no	no	no	no	TRUE	FALSE	FALSE
PRPF3	ENSG00000117360	PRPF3	pre-mRNA processing factor 3	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PRPF31	ENSG00000275117;ENSG00000277953;ENSG00000105618;ENSG00000277154;ENSG00000274894;ENSG00000274651;ENSG00000277707;ENSG00000276421;ENSG00000274144;ENSG00000275885	PRPF31	pre-mRNA processing factor 31	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PRPF38A	ENSG00000134748	PRPF38A	pre-mRNA processing factor 38A	YES	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
PRPF38B	ENSG00000134186	PRPF38B	pre-mRNA processing factor 38B	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PRPF40A	ENSG00000196504	PRPF40A	pre-mRNA processing factor 40 homolog A	YES	no	no	no	no	no	YES	FALSE	FALSE	FALSE
PRPF4B	ENSG00000112739	PRPF4B	pre-mRNA processing factor 4B	YES	no	no	no	no	YES	YES	TRUE	FALSE	FALSE
PRPF6	ENSG00000101161	PRPF6	pre-mRNA processing factor 6	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PRPF8	ENSG00000174231;ENSG00000274442	PRPF8	pre-mRNA processing factor 8	YES	no	no	YES	no	YES	no	FALSE	FALSE	FALSE
PRR3	ENSG00000228186;ENSG00000206491;ENSG00000233564;ENSG00000223887;ENSG00000204576;ENSG00000223766;ENSG00000229202	PRR3	proline rich 3	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
PRRC2A	ENSG00000225164;ENSG00000231370;ENSG00000226618;ENSG00000204469;ENSG00000231825;ENSG00000225748;ENSG00000206427	PRRC2A	proline rich coiled-coil 2A	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
PRRC2B	ENSG00000130723	PRRC2B	proline rich coiled-coil 2B	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PRRC2C	ENSG00000117523	PRRC2C	proline rich coiled-coil 2C	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
PSIP1	ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PSMA4	ENSG00000041357	PSMA4	proteasome subunit alpha 4	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
PSMB1	ENSG00000008018	PSMB1	proteasome subunit beta 1	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
PSMC1	ENSG00000100764	PSMC1	proteasome 26S subunit, ATPase 1	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
PSMC2	ENSG00000161057	PSMC2	proteasome 26S subunit, ATPase 2	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
PSMD4	ENSG00000159352	PSMD4	proteasome 26S subunit, non-ATPase 4	no	no	no	YES	YES	no	no	FALSE	TRUE	FALSE
PSPC1	ENSG00000121390	PSPC1	paraspeckle component 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
PTBP1	ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
PTBP2	ENSG00000117569	PTBP2	polypyrimidine tract binding protein 2	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
PTBP3	ENSG00000119314	PTBP3	polypyrimidine tract binding protein 3	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
PTCD1	ENSG00000106246	PTCD1	pentatricopeptide repeat domain 1	YES	no	no	YES	no	no	YES	FALSE	FALSE	FALSE
PTCD2	ENSG00000049883	PTCD2	pentatricopeptide repeat domain 2	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PTCD3	ENSG00000132300	PTCD3	pentatricopeptide repeat domain 3	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
PTDSS1	ENSG00000156471	PTDSS1	phosphatidylserine synthase 1	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
PTMA	ENSG00000187514	PTMA	prothymosin, alpha	no	no	no	no	no	YES	no	FALSE	FALSE	FALSE
PTPN1	ENSG00000196396	PTPN1	protein tyrosine phosphatase, non-receptor type 1	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PTPN12	ENSG00000127947	PTPN12	protein tyrosine phosphatase, non-receptor type 12	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
PTRF	ENSG00000177469	PTRF	polymerase I and transcript release factor	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
PTRH1	ENSG00000187024	PTRH1	peptidyl-tRNA hydrolase 1 homolog	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PUF60	ENSG00000274081;ENSG00000179950	PUF60	poly(U) binding splicing factor 60	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
PUM1	ENSG00000134644	PUM1	pumilio RNA binding family member 1	YES	no	no	YES	YES	no	YES	FALSE	FALSE	FALSE
PUM2	ENSG00000055917	PUM2	pumilio RNA binding family member 2	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
PUM3	ENSG00000080608	PUM3	pumilio RNA binding family member 3	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
PURA	ENSG00000185129	PURA	purine rich element binding protein A	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
PURB	ENSG00000146676	PURB	purine rich element binding protein B	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PURG	ENSG00000172733	PURG	purine rich element binding protein G	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
PUS1	ENSG00000177192	PUS1	pseudouridylate synthase 1	YES	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
PUS7	ENSG00000091127	PUS7	pseudouridylate synthase 7 (putative)	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PWP2	ENSG00000241945	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	YES	YES	no	YES	YES	YES	no	FALSE	FALSE	FALSE
PYM1	ENSG00000170473	PYM1	PYM homolog 1, exon junction complex associated factor	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
QKI	ENSG00000112531	QKI	QKI, KH domain containing RNA binding	YES	YES	no	no	no	YES	YES	FALSE	FALSE	FALSE
R3HDM1	ENSG00000048991	R3HDM1	R3H domain containing 1	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
R3HDM2	ENSG00000179912	R3HDM2	R3H domain containing 2	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
RACK1	ENSG00000204628	RACK1	receptor for activated C kinase 1	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
RALY	ENSG00000125970	RALY	RALY heterogeneous nuclear ribonucleoprotein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RALYL	ENSG00000184672	RALYL	RALY RNA binding protein-like	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RAN	ENSG00000132341	RAN	RAN, member RAS oncogene family	YES	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RANBP2	ENSG00000153201	RANBP2	RAN binding protein 2	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
RARS2	ENSG00000146282	RARS2	arginyl-tRNA synthetase 2, mitochondrial	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
RAVER1	ENSG00000161847	RAVER1	ribonucleoprotein, PTB binding 1	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RAVER2	ENSG00000162437	RAVER2	ribonucleoprotein, PTB binding 2	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RBBP5	ENSG00000117222	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
RBBP6	ENSG00000122257	RBBP6	RB binding protein 6, ubiquitin ligase	YES	no	no	no	no	YES	YES	TRUE	FALSE	FALSE
RBFOX2	ENSG00000100320;ENSG00000277564	RBFOX2	RNA binding protein, fox-1 homolog 2	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM10	ENSG00000182872	RBM10	RNA binding motif protein 10	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM12	ENSG00000244462	RBM12	RNA binding motif protein 12	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
RBM12B	ENSG00000183808	RBM12B	RNA binding motif protein 12B	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM14	ENSG00000239306	RBM14	RNA binding motif protein 14	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM14-RBM4	ENSG00000248643	RBM14-RBM4	RBM14-RBM4 readthrough	no	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
RBM15	ENSG00000162775	RBM15	RNA binding motif protein 15	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM15B	ENSG00000259956	RBM15B	RNA binding motif protein 15B	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
RBM19	ENSG00000122965	RBM19	RNA binding motif protein 19	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM20	ENSG00000203867	RBM20	RNA binding motif protein 20	no	no	no	no	no	YES	no	FALSE	FALSE	FALSE
RBM22	ENSG00000086589	RBM22	RNA binding motif protein 22	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM23	ENSG00000100461	RBM23	RNA binding motif protein 23	no	no	YES	no	no	no	no	FALSE	FALSE	FALSE
RBM24	ENSG00000112183	RBM24	RNA binding motif protein 24	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RBM25	ENSG00000119707	RBM25	RNA binding motif protein 25	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RBM26	ENSG00000139746	RBM26	RNA binding motif protein 26	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RBM27	ENSG00000091009	RBM27	RNA binding motif protein 27	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM28	ENSG00000106344	RBM28	RNA binding motif protein 28	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM3	ENSG00000102317	RBM3	RNA binding motif (RNP1, RRM) protein 3	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM33	ENSG00000184863	RBM33	RNA binding motif protein 33	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RBM34	ENSG00000188739	RBM34	RNA binding motif protein 34	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM38	ENSG00000132819	RBM38	RNA binding motif protein 38	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM39	ENSG00000131051	RBM39	RNA binding motif protein 39	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM4	ENSG00000173933	RBM4	RNA binding motif protein 4	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
RBM42	ENSG00000126254	RBM42	RNA binding motif protein 42	no	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM45	ENSG00000155636	RBM45	RNA binding motif protein 45	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM47	ENSG00000163694	RBM47	RNA binding motif protein 47	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBM4B	ENSG00000173914	RBM4B	RNA binding motif protein 4B	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM5	ENSG00000003756	RBM5	RNA binding motif protein 5	YES	YES	no	no	YES	YES	YES	FALSE	FALSE	FALSE
RBM6	ENSG00000004534	RBM6	RNA binding motif protein 6	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM7	ENSG00000076053	RBM7	RNA binding motif protein 7	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RBM8A	ENSG00000265241	RBM8A	RNA binding motif protein 8A	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
RBMS1	ENSG00000153250	RBMS1	RNA binding motif single stranded interacting protein 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RBMS2	ENSG00000076067	RBMS2	RNA binding motif single stranded interacting protein 2	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
RBMS3	ENSG00000144642	RBMS3	RNA binding motif single stranded interacting protein 3	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RBMX	ENSG00000147274	RBMX	RNA binding motif protein, X-linked	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RBMX2	ENSG00000134597	RBMX2	RNA binding motif protein, X-linked 2	no	no	no	YES	no	no	YES	FALSE	FALSE	FALSE
RBMXL1	ENSG00000213516	RBMXL1	RNA binding motif protein, X-linked like 1	no	YES	no	no	YES	YES	YES	FALSE	FALSE	FALSE
RBPMS	ENSG00000157110	RBPMS	RNA binding protein with multiple splicing	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RC3H1	ENSG00000135870	RC3H1	ring finger and CCCH-type domains 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RC3H2	ENSG00000056586	RC3H2	ring finger and CCCH-type domains 2	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
RCC1L	ENSG00000274523	RCC1L	RCC1 like	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
RCC2	ENSG00000281540;ENSG00000179051	RCC2	regulator of chromosome condensation 2	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RDX	ENSG00000137710	RDX	radixin	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
REPIN1	ENSG00000214022	REPIN1	replication initiator 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
REXO4	ENSG00000280706;ENSG00000148300	REXO4	REX4 homolog, 3'-5' exonuclease	YES	no	no	YES	no	no	YES	FALSE	FALSE	FALSE
RIDA	ENSG00000132541	RIDA	reactive intermediate imine deaminase A homolog	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RIF1	ENSG00000080345	RIF1	replication timing regulatory factor 1	no	no	no	no	no	no	YES	FALSE	FALSE	FALSE
RIMS1	ENSG00000079841	RIMS1	regulating synaptic membrane exocytosis 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RNF10	ENSG00000022840	RNF10	ring finger protein 10	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RNH1	ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
RNPS1	ENSG00000205937	RNPS1	RNA binding protein with serine rich domain 1	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ROCK2	ENSG00000134318	ROCK2	Rho associated coiled-coil containing protein kinase 2	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
ROR2	ENSG00000169071	ROR2	receptor tyrosine kinase like orphan receptor 2	no	no	YES	no	no	no	no	TRUE	FALSE	FALSE
RP1-37E16.12	ENSG00000100101	RP1-37E16.12		no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RP9	ENSG00000164610	RP9	retinitis pigmentosa 9 (autosomal dominant)	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
RPF1	ENSG00000117133	RPF1	ribosome production factor 1 homolog	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RPF2	ENSG00000197498	RPF2	ribosome production factor 2 homolog	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
RPGR	ENSG00000156313	RPGR	retinitis pigmentosa GTPase regulator	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RPL10	ENSG00000147403	RPL10	ribosomal protein L10	YES	no	no	YES	no	no	no	FALSE	TRUE	FALSE
RPL10A	ENSG00000198755	RPL10A	ribosomal protein L10a	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL11	ENSG00000142676	RPL11	ribosomal protein L11	YES	YES	no	no	no	no	no	FALSE	TRUE	FALSE
RPL12	ENSG00000197958	RPL12	ribosomal protein L12	YES	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
RPL13	ENSG00000167526	RPL13	ribosomal protein L13	no	YES	no	YES	YES	YES	YES	FALSE	TRUE	FALSE
RPL13A	ENSG00000142541	RPL13A	ribosomal protein L13a	no	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPL14	ENSG00000188846	RPL14	ribosomal protein L14	YES	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPL15	ENSG00000174748	RPL15	ribosomal protein L15	YES	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPL17	ENSG00000265681	RPL17	ribosomal protein L17	YES	no	no	no	YES	no	no	FALSE	TRUE	FALSE
RPL17-C18orf32	ENSG00000215472	RPL17-C18orf32	RPL17-C18orf32 readthrough	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RPL18	ENSG00000063177	RPL18	ribosomal protein L18	no	YES	no	no	no	YES	no	FALSE	TRUE	FALSE
RPL18A	ENSG00000105640	RPL18A	ribosomal protein L18a	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL19	ENSG00000108298	RPL19	ribosomal protein L19	no	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL21	ENSG00000122026	RPL21	ribosomal protein L21	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL22	ENSG00000116251	RPL22	ribosomal protein L22	YES	YES	no	YES	no	YES	YES	FALSE	TRUE	FALSE
RPL23	ENSG00000125691	RPL23	ribosomal protein L23	no	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL23A	ENSG00000198242	RPL23A	ribosomal protein L23a	YES	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPL24	ENSG00000114391	RPL24	ribosomal protein L24	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL26	ENSG00000161970	RPL26	ribosomal protein L26	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
RPL27	ENSG00000131469	RPL27	ribosomal protein L27	YES	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPL27A	ENSG00000166441	RPL27A	ribosomal protein L27a	YES	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
RPL28	ENSG00000108107	RPL28	ribosomal protein L28	no	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL29	ENSG00000162244	RPL29	ribosomal protein L29	YES	YES	no	YES	no	YES	YES	FALSE	TRUE	FALSE
RPL3	ENSG00000100316	RPL3	ribosomal protein L3	YES	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPL30	ENSG00000156482	RPL30	ribosomal protein L30	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL31	ENSG00000071082	RPL31	ribosomal protein L31	no	YES	no	YES	YES	YES	YES	FALSE	TRUE	FALSE
RPL32	ENSG00000144713	RPL32	ribosomal protein L32	no	no	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL35	ENSG00000136942	RPL35	ribosomal protein L35	no	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPL35A	ENSG00000182899	RPL35A	ribosomal protein L35a	YES	no	no	YES	no	no	no	FALSE	TRUE	FALSE
RPL36	ENSG00000130255	RPL36	ribosomal protein L36	no	no	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPL36A	ENSG00000241343	RPL36A	ribosomal protein L36a	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
RPL37	ENSG00000145592	RPL37	ribosomal protein L37	no	no	no	no	no	no	YES	FALSE	TRUE	FALSE
RPL37A	ENSG00000197756	RPL37A	ribosomal protein L37a	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
RPL38	ENSG00000172809	RPL38	ribosomal protein L38	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
RPL4	ENSG00000174444	RPL4	ribosomal protein L4	YES	no	no	YES	YES	YES	YES	FALSE	TRUE	FALSE
RPL5	ENSG00000122406	RPL5	ribosomal protein L5	YES	YES	no	YES	YES	YES	YES	FALSE	TRUE	FALSE
RPL6	ENSG00000089009	RPL6	ribosomal protein L6	no	YES	no	YES	YES	YES	YES	FALSE	TRUE	FALSE
RPL7	ENSG00000147604	RPL7	ribosomal protein L7	YES	YES	no	YES	no	YES	no	FALSE	TRUE	FALSE
RPL7A	ENSG00000280858;ENSG00000148303	RPL7A	ribosomal protein L7a	YES	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPL7L1	ENSG00000146223	RPL7L1	ribosomal protein L7 like 1	YES	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
RPL8	ENSG00000161016	RPL8	ribosomal protein L8	YES	YES	no	YES	no	YES	YES	FALSE	TRUE	FALSE
RPLP0	ENSG00000089157	RPLP0	ribosomal protein lateral stalk subunit P0	YES	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPLP2	ENSG00000177600	RPLP2	ribosomal protein lateral stalk subunit P2	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
RPN1	ENSG00000163902	RPN1	ribophorin I	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
RPP25	ENSG00000178718	RPP25	ribonuclease P/MRP subunit p25	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
RPP25L	ENSG00000164967	RPP25L	ribonuclease P/MRP subunit p25 like	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
RPP30	ENSG00000148688	RPP30	ribonuclease P/MRP subunit p30	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
RPRD1B	ENSG00000101413	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	no	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
