HuH7 mRNA interactome_Ensembl gene ID,HuH7 mRNA interactome_ENSEMBL Gene Name,HuH7 mRNA interactome_Entrez Gene ID,Uniprot,mRNA interactome status,average log2 fold change (cCL/control),padj cCL,average log2 fold change (PAR-CL/control),padj PAR-CL,HuH7 mRNA interactome_RNA biology status,HuH7 mRNA interactome_RBD,human mRNA interactomes_Ensembl gene ID,HeLa,HEK293,HuH7,human mRNA interactomes_ENSEMBL Gene Name,human mRNA interactomes_Entrez Gene ID,Uniprot entry,human mRNA interactomes_RNA biology status,human mRNA interactomes_RBD,enigmRBP,"""classical"" metablic enzyme",EC number,EC class,"Conserved ""core"" RBP",InParanoid Cluster ID,Uniprot ID,Organism
ENSG00000170515,PA2G4,5036,Q9UQ80,mRNA interactome,4.991054,0.0002009072,2.739189,0.0092208233,linked,unknown,ENSG00000170515,mRNA interactome,no evidence,mRNA interactome,PA2G4,5036,Q9UQ80,linked,unknown,,,,,,,,
ENSG00000147274,RBMX,27316,P38159,mRNA interactome,4.977056,0.0002009072,4.5273446667,0.0004783454,linked,recognized,ENSG00000147274,mRNA interactome,mRNA interactome,mRNA interactome,RBMX,27316,P38159,linked,recognized,,,,,,,,
ENSG00000105364,MRPL4,51073,Q9BYD3,mRNA interactome,4.95542,0.001063027,,,linked,recognized,ENSG00000105364,mRNA interactome,mRNA interactome,mRNA interactome,MRPL4,51073,Q9BYD3,linked,recognized,,,,,,,,
ENSG00000205323,SARNP,84324,P82979,mRNA interactome,4.9515573333,0.0002022734,5.6384643333,0.0004385888,linked,recognized,ENSG00000205323,mRNA interactome,mRNA interactome,mRNA interactome,SARNP,84324,P82979,linked,recognized,,,,,,,,
ENSG00000157110,RBPMS,11030,Q93062,mRNA interactome,4.9272063333,0.0002009072,,,linked,recognized,ENSG00000157110,mRNA interactome,no evidence,mRNA interactome,RBPMS,11030,Q93062,linked,recognized,,,,,,,,
ENSG00000100836,PABPN1,8106,Q86U42,mRNA interactome,4.9220916667,0.0002022734,4.462552,0.0013088594,linked,recognized,ENSG00000100836,mRNA interactome,mRNA interactome,mRNA interactome,PABPN1,8106,Q86U42,linked,recognized,,,,,,,,
ENSG00000175573,C11orf68,83638,Q9H3H3,mRNA interactome,4.9111843333,0.0002929193,3.980001,0.0033312503,unknown,unknown,ENSG00000175573,mRNA interactome,mRNA interactome,mRNA interactome,C11orf68,83638,Q9H3H3,unknown,unknown,yes,,,,,,,
ENSG00000141543,EIF4A3,9775,P38919,mRNA interactome,4.909545,0.0013503677,4.1793323333,0.0007312043,linked,recognized,ENSG00000141543,mRNA interactome,mRNA interactome,mRNA interactome,EIF4A3,9775,P38919,linked,recognized,,,,,,230,P38919,H.sapiens
ENSG00000147604,RPL7,6129,P18124,mRNA interactome,4.90587,0.0008129184,3.4336543333,0.0025788703,linked,unknown,ENSG00000147604,mRNA interactome,mRNA interactome,mRNA interactome,RPL7,6129,P18124,linked,unknown,,,,,core,742,P18124,H.sapiens
ENSG00000151923,TIAL1,7073,Q01085,mRNA interactome,4.8959846667,0.0002009072,5.134116,0.0004385888,linked,recognized,ENSG00000151923,mRNA interactome,mRNA interactome,mRNA interactome,TIAL1,7073,Q01085,linked,recognized,,,,,core,1425,Q01085,H.sapiens
ENSG00000123384,LRP1,4035,Q07954,mRNA interactome,4.88986,0.0005324734,,,unknown,unknown,ENSG00000123384,mRNA interactome,no evidence,mRNA interactome,LRP1,4035,Q07954,unknown,unknown,yes,,,,,,,
ENSG00000225921,NOL7,51406,Q9UMY1,mRNA interactome,4.8857053333,0.0002009072,4.179373,0.0005833105,unknown,unknown,ENSG00000225921,mRNA interactome,no evidence,mRNA interactome,NOL7,51406,Q9UMY1,unknown,unknown,yes,,,,,,,
ENSG00000136942,RPL35,11224,P42766,mRNA interactome,4.8660055,0.0065570006,5.1102825,0.0014872003,linked,unknown,ENSG00000136942,mRNA interactome,no evidence,mRNA interactome,RPL35,11224,P42766,linked,unknown,,,,,,,,
ENSG00000107929,LARP4B,23185,Q92615,mRNA interactome,4.8565583333,0.0002022734,5.1220466667,0.0005145118,linked,recognized,ENSG00000107929,mRNA interactome,mRNA interactome,mRNA interactome,LARP4B,23185,Q92615,linked,recognized,,,,,,,,
ENSG00000164587,RPS14,6208,P62263,mRNA interactome,4.8559226667,0.000394816,4.2719076667,0.0005114115,linked,recognized,ENSG00000164587,no evidence,mRNA interactome,mRNA interactome,RPS14,6208,P62263,linked,recognized,,,,,core,832,P62263,H.sapiens
ENSG00000196141,SPATS2L,26010,Q9NUQ6,mRNA interactome,4.835496,0.0002231736,4.264306,0.0007896011,unknown,unknown,ENSG00000196141,mRNA interactome,mRNA interactome,mRNA interactome,SPATS2L,26010,Q9NUQ6,unknown,unknown,yes,,,,,,,
ENSG00000136527,TRA2B,6434,P62995,mRNA interactome,4.8329983333,0.0002022734,3.5796796667,0.0009889042,linked,recognized,ENSG00000136527,mRNA interactome,mRNA interactome,mRNA interactome,TRA2B,6434,P62995,linked,recognized,,,,,,,,
ENSG00000143368,SF3B4,10262,Q15427,mRNA interactome,4.826742,0.0002009072,4.858429,0.0026055704,linked,recognized,ENSG00000143368,mRNA interactome,mRNA interactome,mRNA interactome,SF3B4,10262,Q15427,linked,recognized,,,,,,,,
ENSG00000181588,MEX3D,399664,Q86XN8,mRNA interactome,4.826725,0.0002009072,4.3132846667,0.0004836993,linked,recognized,ENSG00000181588,mRNA interactome,mRNA interactome,mRNA interactome,MEX3D,399664,Q86XN8,linked,recognized,,,,,,,,
ENSG00000083845,RPS5,6193,P46782,mRNA interactome,4.8084116667,0.0002009072,4.6628296667,0.0006607703,linked,unknown,ENSG00000083845,mRNA interactome,mRNA interactome,mRNA interactome,RPS5,6193,P46782,linked,unknown,,,,,core,662,P46782,H.sapiens
ENSG00000173933,RBM4,5936,Q9BWF3,mRNA interactome,4.806299,0.0002009072,4.6574923333,0.0004655318,linked,recognized,ENSG00000173933,mRNA interactome,mRNA interactome,mRNA interactome,RBM4,5936,Q9BWF3,linked,recognized,,,,,,,,
ENSG00000150459,SAP18,10284,O00422,mRNA interactome,4.805259,0.0002460991,6.1415713333,0.0004385888,linked,unknown,ENSG00000150459,no evidence,mRNA interactome,mRNA interactome,SAP18,10284,O00422,linked,unknown,,,,,,,,
ENSG00000145425,RPS3A,6189,P61247,mRNA interactome,4.8045163333,0.0002278172,3.877028,0.0012094606,linked,unknown,ENSG00000145425,mRNA interactome,mRNA interactome,mRNA interactome,RPS3A,6189,P61247,linked,unknown,,,,,core,559,P61247,H.sapiens
ENSG00000011304,PTBP1,5725,P26599,mRNA interactome,4.797432,0.0002208101,4.8371256667,0.0004783454,linked,recognized,ENSG00000011304,mRNA interactome,mRNA interactome,mRNA interactome,PTBP1,5725,P26599,linked,recognized,,,,,,,,
ENSG00000168488,ATXN2L,11273,Q8WWM7,mRNA interactome,4.7893093333,0.0002009072,4.6179343333,0.0004512247,linked,unknown,ENSG00000168488,mRNA interactome,mRNA interactome,mRNA interactome,ATXN2L,11273,Q8WWM7,linked,unknown,,,,,,,,
ENSG00000119812,FAM98A,25940,Q8NCA5,mRNA interactome,4.7868826667,0.0002435528,4.0294535,0.0024397942,unknown,unknown,ENSG00000119812,mRNA interactome,mRNA interactome,mRNA interactome,FAM98A,25940,Q8NCA5,unknown,unknown,yes,,,,,,,
ENSG00000132463,GRSF1,2926,Q12849,mRNA interactome,4.7832126667,0.0002009072,3.8045536667,0.0008305807,linked,recognized,ENSG00000132463,mRNA interactome,mRNA interactome,mRNA interactome,GRSF1,2926,Q12849,linked,recognized,,,,,,,,
ENSG00000029363,BCLAF1,9774,Q9NYF8,mRNA interactome,4.7776523333,0.0002278172,5.2964913333,0.0012718954,unknown,recognized,ENSG00000029363,mRNA interactome,mRNA interactome,mRNA interactome,BCLAF1,9774,Q9NYF8,unknown,recognized,,,,,,,,
ENSG00000146223,RPL7L1,285855,Q6DKI1,mRNA interactome,4.775294,0.0006272947,4.680218,0.0024312857,linked,unknown,ENSG00000146223,mRNA interactome,mRNA interactome,mRNA interactome,RPL7L1,285855,Q6DKI1,linked,unknown,,,,,,,,
ENSG00000155506,LARP1,23367,Q6PKG0,mRNA interactome,4.7651213333,0.0002009072,3.919361,0.0020244626,linked,recognized,ENSG00000155506,mRNA interactome,mRNA interactome,mRNA interactome,LARP1,23367,Q6PKG0,linked,recognized,,,,,,,,
ENSG00000134824,FADS2,9415,O95864,mRNA interactome,4.745512,0.0006033076,,,unknown,unknown,ENSG00000134824,no evidence,no evidence,mRNA interactome,FADS2,9415,O95864,unknown,unknown,yes,yes,1.14.19,oxidoreductase,,,,
ENSG00000100138,NHP2L1,4809,P55769,mRNA interactome,4.7372766667,0.0002009072,3.3044533333,0.0015537186,linked,recognized,ENSG00000100138,mRNA interactome,mRNA interactome,mRNA interactome,NHP2L1,4809,P55769,linked,recognized,,,,,,,,
ENSG00000108298,RPL19,6143,P84098,mRNA interactome,4.7280355,0.001571809,3.9242395,0.002569169,linked,unknown,ENSG00000108298,mRNA interactome,no evidence,mRNA interactome,RPL19,6143,P84098,linked,unknown,,,,,,,,
ENSG00000102317,RBM3,5935,P98179,mRNA interactome,4.7129276667,0.0002009072,4.723184,0.0004709074,linked,recognized,ENSG00000102317,mRNA interactome,mRNA interactome,mRNA interactome,RBM3,5935,P98179,linked,recognized,,,,,,,,
ENSG00000115946,PNO1,56902,Q9NRX1,mRNA interactome,4.7098825,0.0018280609,4.0180775,0.0026689959,linked,recognized,ENSG00000115946,no evidence,mRNA interactome,mRNA interactome,PNO1,56902,Q9NRX1,linked,recognized,,,,,,,,
ENSG00000158417,EIF5B,9669,O60841,mRNA interactome,4.676465,0.0002278172,,,linked,recognized,ENSG00000158417,mRNA interactome,mRNA interactome,mRNA interactome,EIF5B,9669,O60841,linked,recognized,,,,,core,86,O60841,H.sapiens
ENSG00000185728,YTHDF3,253943,Q7Z739,mRNA interactome,4.6738806667,0.0004140186,3.700288,0.0019658998,unknown,recognized,ENSG00000185728,mRNA interactome,mRNA interactome,mRNA interactome,YTHDF3,253943,Q7Z739,unknown,recognized,,,,,,,,
ENSG00000143569,UBAP2L,9898,Q14157,mRNA interactome,4.6711556667,0.0002009072,4.6912856667,0.0004512247,unknown,unknown,ENSG00000143569,mRNA interactome,mRNA interactome,mRNA interactome,UBAP2L,9898,Q14157,unknown,unknown,yes,,,,,,,
ENSG00000056586,RC3H2,54542,Q9HBD1,mRNA interactome,4.6457995,0.0021643263,,,linked,unknown,ENSG00000056586,mRNA interactome,mRNA interactome,mRNA interactome,RC3H2,54542,Q9HBD1,linked,unknown,,,,,,,,
ENSG00000107625,DDX50,79009,Q9BQ39,mRNA interactome,4.6371625,0.0052421662,3.756719,0.0021081056,linked,recognized,ENSG00000107625,mRNA interactome,mRNA interactome,mRNA interactome,DDX50,79009,Q9BQ39,linked,recognized,,,,,,,,
ENSG00000089280,FUS,2521,P35637,mRNA interactome,4.6349493333,0.0002974141,5.002635,0.0004385888,linked,recognized,ENSG00000089280,mRNA interactome,mRNA interactome,mRNA interactome,FUS,2521,P35637,linked,recognized,,,,,,,,
ENSG00000054118,THRAP3,9967,Q9Y2W1,mRNA interactome,4.6266383333,0.0002009072,5.203437,0.0004385888,linked,unknown,ENSG00000054118,mRNA interactome,mRNA interactome,mRNA interactome,THRAP3,9967,Q9Y2W1,linked,unknown,,,,,,,,
ENSG00000108256,NUFIP2,57532,Q7Z417,mRNA interactome,4.6208986667,0.0002009072,4.600604,0.0004648329,linked,unknown,ENSG00000108256,mRNA interactome,mRNA interactome,mRNA interactome,NUFIP2,57532,Q7Z417,linked,unknown,,,,,,,,
ENSG00000099995,SF3A1,10291,Q15459,mRNA interactome,4.61943,0.0035148234,4.4272546667,0.000925344,linked,recognized,ENSG00000099995,mRNA interactome,mRNA interactome,mRNA interactome,SF3A1,10291,Q15459,linked,recognized,,,,,,,,
ENSG00000155363,MOV10,4343,Q9HCE1,mRNA interactome,4.6122876667,0.0002278172,4.988355,0.0004385888,linked,unknown,ENSG00000155363,mRNA interactome,mRNA interactome,mRNA interactome,MOV10,4343,Q9HCE1,linked,unknown,,,,,,,,
ENSG00000107581,EIF3A,8661,Q14152,mRNA interactome,4.60518,0.0002208101,4.2941086667,0.0012179067,linked,unknown,ENSG00000107581,mRNA interactome,mRNA interactome,mRNA interactome,EIF3A,8661,Q14152,linked,unknown,,,,,core,458,Q14152,H.sapiens
ENSG00000145912,NHP2,55651,Q9NX24,mRNA interactome,4.6046883333,0.000394816,3.0011873333,0.0025048403,linked,recognized,ENSG00000145912,mRNA interactome,no evidence,mRNA interactome,NHP2,55651,Q9NX24,linked,recognized,,,,,,,,
ENSG00000165732,DDX21,9188,Q9NR30,mRNA interactome,4.602542,0.0003135577,4.246661,0.0014287712,linked,recognized,ENSG00000165732,mRNA interactome,mRNA interactome,mRNA interactome,DDX21,9188,Q9NR30,linked,recognized,,,,,,,,
ENSG00000169564,PCBP1,5093,Q15365,mRNA interactome,4.6017096667,0.0002022734,4.1206153333,0.0005114115,linked,recognized,ENSG00000169564,mRNA interactome,mRNA interactome,mRNA interactome,PCBP1,5093,Q15365,linked,recognized,,,,,core,1463,Q15365,H.sapiens
ENSG00000128534,NAA38,51691,O95777,mRNA interactome,4.5991233333,0.0002278172,2.6143755,0.0121586706,linked,recognized,ENSG00000128534,mRNA interactome,mRNA interactome,mRNA interactome,NAA38,51691,O95777,linked,recognized,,yes,2.3.1.,transferase,core,1980,O95777,H.sapiens
ENSG00000124614,RPS10,6204,P46783,mRNA interactome,4.5953326667,0.0002009072,4.6993276667,0.0007834483,linked,recognized,ENSG00000124614,mRNA interactome,mRNA interactome,mRNA interactome,RPS10,6204,P46783,linked,recognized,,,,,core,1442,P46783,H.sapiens
ENSG00000079246,XRCC5,7520,P13010,mRNA interactome,4.594823,0.0002360662,4.7959163333,0.0004789595,unknown,unknown,ENSG00000079246,mRNA interactome,mRNA interactome,mRNA interactome,XRCC5,7520,P13010,unknown,unknown,yes,,,,,,,
ENSG00000147140,NONO,4841,Q15233,mRNA interactome,4.5867653333,0.0002941849,4.4151616667,0.0004783454,linked,recognized,ENSG00000147140,mRNA interactome,mRNA interactome,mRNA interactome,NONO,4841,Q15233,linked,recognized,,,,,core,1721,Q15233,H.sapiens
ENSG00000188846,RPL14,9045,P50914,mRNA interactome,4.580949,0.0007521366,4.3592165,0.0021151628,linked,unknown,ENSG00000188846,mRNA interactome,mRNA interactome,mRNA interactome,RPL14,9045,P50914,linked,unknown,,,,,,,,
ENSG00000196419,XRCC6,2547,P12956,mRNA interactome,4.5702323333,0.0002360662,4.9723163333,0.0005114115,linked,recognized,ENSG00000196419,mRNA interactome,mRNA interactome,mRNA interactome,XRCC6,2547,P12956,linked,recognized,,,,,,,,
ENSG00000055917,PUM2,23369,Q8TB72,mRNA interactome,4.565373,0.0002022734,3.501019,0.0014801562,linked,recognized,ENSG00000055917,mRNA interactome,mRNA interactome,mRNA interactome,PUM2,23369,Q8TB72,linked,recognized,,,,,,,,
ENSG00000198015,MRPL42,28977,Q9Y6G3,mRNA interactome,4.558627,0.0016140297,,,linked,unknown,ENSG00000198015,mRNA interactome,no evidence,mRNA interactome,MRPL42,28977,Q9Y6G3,linked,unknown,,,,,,,,
ENSG00000169813,HNRNPF,3185,P52597,mRNA interactome,4.551602,0.0002202997,4.5725163333,0.0004783454,linked,recognized,ENSG00000169813,mRNA interactome,mRNA interactome,mRNA interactome,HNRNPF,3185,P52597,linked,recognized,,,,,,,,
ENSG00000131795,RBM8A,9939,Q9Y5S9,mRNA interactome,4.547081,0.0060801145,5.012126,0.0016792799,linked,recognized,ENSG00000131795,no evidence,mRNA interactome,mRNA interactome,RBM8A,9939,Q9Y5S9,linked,recognized,,,,,,,,
ENSG00000161016,RPL8,6132,P62917,mRNA interactome,4.5351696667,0.0002022734,2.1199387333,0.0154526353,linked,recognized,ENSG00000161016,mRNA interactome,mRNA interactome,mRNA interactome,RPL8,6132,P62917,linked,recognized,,,,,,,,
ENSG00000167005,NUDT21,11051,O43809,mRNA interactome,4.5294236667,0.0002231736,4.0732613333,0.0007593762,linked,recognized,ENSG00000167005,mRNA interactome,mRNA interactome,mRNA interactome,NUDT21,11051,O43809,linked,recognized,,,,,,,,
ENSG00000131051,RBM39,9584,Q14498,mRNA interactome,4.5208983333,0.0002278172,4.239663,0.0005114115,linked,recognized,ENSG00000131051,mRNA interactome,mRNA interactome,mRNA interactome,RBM39,9584,Q14498,linked,recognized,,,,,,,,
ENSG00000100201,DDX17,10521,Q92841,mRNA interactome,4.5159246667,0.0002278172,4.6920006667,0.0004783454,linked,recognized,ENSG00000100201,mRNA interactome,mRNA interactome,mRNA interactome,DDX17,10521,Q92841,linked,recognized,,,,,core,168,Q92841,H.sapiens
ENSG00000114391,RPL24,6152,P83731,mRNA interactome,4.511932,0.0007263057,2.6078905,0.010952549,linked,unknown,ENSG00000114391,mRNA interactome,mRNA interactome,mRNA interactome,RPL24,6152,P83731,linked,unknown,,,,,core,1253,P83731,H.sapiens
ENSG00000169288,MRPL1,65008,Q9BYD6,mRNA interactome,4.5084773333,0.0007166463,4.903919,0.0015847109,linked,recognized,ENSG00000169288,mRNA interactome,mRNA interactome,mRNA interactome,MRPL1,65008,Q9BYD6,linked,recognized,,,,,,,,
ENSG00000106344,RBM28,55131,Q9NW13,mRNA interactome,4.4986923333,0.0002734962,2.97653,0.008541742,linked,recognized,ENSG00000106344,mRNA interactome,mRNA interactome,mRNA interactome,RBM28,55131,Q9NW13,linked,recognized,,,,,core,873,Q9NW13,H.sapiens
ENSG00000048162,NOP16,51491,Q9Y3C1,mRNA interactome,4.4934373333,0.000257251,6.706798,0.0024687841,unknown,unknown,ENSG00000048162,mRNA interactome,mRNA interactome,mRNA interactome,NOP16,51491,Q9Y3C1,unknown,unknown,yes,,,,,,,
ENSG00000048991,R3HDM1,23518,Q15032,mRNA interactome,4.489664,0.0002231736,3.188,0.0015889382,unknown,unknown,ENSG00000048991,mRNA interactome,mRNA interactome,mRNA interactome,R3HDM1,23518,Q15032,unknown,unknown,yes,,,,,,,
ENSG00000198265,HELZ,9931,P42694,mRNA interactome,4.486319,0.0007115743,,,unknown,unknown,ENSG00000198265,mRNA interactome,mRNA interactome,mRNA interactome,HELZ,9931,P42694,unknown,unknown,yes,,,,,,,
ENSG00000153944,MSI2,124540,Q96DH6,mRNA interactome,4.4763956667,0.0002022734,4.0992293333,0.0009195575,linked,recognized,ENSG00000153944,mRNA interactome,mRNA interactome,mRNA interactome,MSI2,124540,Q96DH6,linked,recognized,,,,,,,,
ENSG00000113460,BRIX1,55299,Q8TDN6,mRNA interactome,4.4759705,0.0007115743,3.912063,0.0013907296,linked,unknown,ENSG00000113460,mRNA interactome,mRNA interactome,mRNA interactome,BRIX1,55299,Q8TDN6,linked,unknown,,,,,core,683,Q8TDN6,H.sapiens
ENSG00000142541,RPL13A,23521,P40429,mRNA interactome,4.4739745,0.0052793585,3.8924125,0.0026270563,linked,unknown,ENSG00000142541,mRNA interactome,no evidence,mRNA interactome,RPL13A,23521,P40429,linked,unknown,,,,,core,831,P40429,H.sapiens
ENSG00000100038,TOP3B,8940,O95985,mRNA interactome,4.4715285,0.0117997455,3.3778235,0.0054034353,unknown,unknown,ENSG00000100038,mRNA interactome,mRNA interactome,mRNA interactome,TOP3B,8940,O95985,unknown,unknown,yes,,,,,,,
ENSG00000109606,DHX15,1665,O43143,mRNA interactome,4.4536905,0.0017703634,1.6794053333,0.1365281934,linked,recognized,ENSG00000109606,mRNA interactome,mRNA interactome,mRNA interactome,DHX15,1665,O43143,linked,recognized,,,,,core,49,O43143,H.sapiens
ENSG00000152518,ZFP36L2,678,P47974,mRNA interactome,4.4500136667,0.0002022734,4.3608023333,0.0004986679,linked,unknown,ENSG00000152518,mRNA interactome,no evidence,mRNA interactome,ZFP36L2,678,P47974,linked,unknown,,,,,,,,
ENSG00000136026,CKAP4,10970,Q07065,mRNA interactome,4.4483596667,0.0002793393,0.5726386667,0.6364467887,unknown,unknown,ENSG00000136026,mRNA interactome,mRNA interactome,mRNA interactome,CKAP4,10970,Q07065,unknown,unknown,yes,,,,,,,
ENSG00000089048,ESF1,51575,Q9H501,mRNA interactome,4.446701,0.0017357053,3.0858773333,0.0031186924,unknown,unknown,ENSG00000089048,mRNA interactome,mRNA interactome,mRNA interactome,ESF1,51575,Q9H501,unknown,unknown,yes,,,,,,,
ENSG00000121057,AKAP1,8165,Q92667,mRNA interactome,4.437298,0.0002022734,3.206809,0.0021966467,linked,recognized,ENSG00000121057,mRNA interactome,mRNA interactome,mRNA interactome,AKAP1,8165,Q92667,linked,recognized,,,,,,,,
ENSG00000179912,R3HDM2,22864,Q9Y2K5,mRNA interactome,4.4341946667,0.0002170156,3.709064,0.0032062846,unknown,unknown,ENSG00000179912,mRNA interactome,no evidence,mRNA interactome,R3HDM2,22864,Q9Y2K5,unknown,unknown,yes,,,,,,,
ENSG00000161813,LARP4,113251,Q71RC2,mRNA interactome,4.4312743333,0.0002208101,4.1122426667,0.0007339825,linked,recognized,ENSG00000161813,mRNA interactome,mRNA interactome,mRNA interactome,LARP4,113251,Q71RC2,linked,recognized,,,,,,,,
ENSG00000158545,ZC3H18,124245,Q86VM9,mRNA interactome,4.420292,0.000926426,,,unknown,unknown,ENSG00000158545,mRNA interactome,mRNA interactome,mRNA interactome,ZC3H18,124245,Q86VM9,unknown,unknown,yes,,,,,,,
ENSG00000179455,MKRN3,7681,Q13064,mRNA interactome,4.420108,0.0002278172,4.24149,0.0010928401,unknown,unknown,ENSG00000179455,no evidence,no evidence,mRNA interactome,MKRN3,7681,Q13064,unknown,unknown,yes,,,,,,,
ENSG00000067334,DNTTIP2,30836,Q5QJE6,mRNA interactome,4.4083473333,0.001659772,3.0150299667,0.0109098099,unknown,recognized,ENSG00000067334,mRNA interactome,mRNA interactome,mRNA interactome,DNTTIP2,30836,Q5QJE6,unknown,recognized,,,,,,,,
ENSG00000149806,FAU,2197,P35544,mRNA interactome,4.4069203333,0.0007925266,2.6533416667,0.0063738616,linked,unknown,ENSG00000149806,no evidence,mRNA interactome,mRNA interactome,FAU,2197,P35544,linked,unknown,,,,,,,,
ENSG00000132300,PTCD3,55037,Q96EY7,mRNA interactome,4.3962986667,0.0002208101,4.573784,0.0004783454,linked,unknown,ENSG00000132300,mRNA interactome,mRNA interactome,mRNA interactome,PTCD3,55037,Q96EY7,linked,unknown,,,,,,,,
ENSG00000161960,EIF4A1,1973,P60842,mRNA interactome,4.3937416667,0.0002278172,4.7140793333,0.0004385888,linked,recognized,ENSG00000161960,mRNA interactome,mRNA interactome,mRNA interactome,EIF4A1,1973,P60842,linked,recognized,,,,,core,221,P60842,H.sapiens
ENSG00000112183,RBM24,221662,Q9BX46,mRNA interactome,4.383215,0.0007720465,3.5315985,0.0054034353,linked,recognized,ENSG00000112183,no evidence,no evidence,mRNA interactome,RBM24,221662,Q9BX46,linked,recognized,,,,,,,,
ENSG00000122965,RBM19,9904,Q9Y4C8,mRNA interactome,4.3828943333,0.0002158105,3.216089,0.0033534101,linked,recognized,ENSG00000122965,mRNA interactome,mRNA interactome,mRNA interactome,RBM19,9904,Q9Y4C8,linked,recognized,,,,,core,359,Q9Y4C8,H.sapiens
ENSG00000146676,PURB,5814,Q96QR8,mRNA interactome,4.3795016667,0.0003695819,4.2104216667,0.0006607703,linked,recognized,ENSG00000146676,mRNA interactome,mRNA interactome,mRNA interactome,PURB,5814,Q96QR8,linked,recognized,,,,,,,,
ENSG00000100227,POLDIP3,84271,Q9BY77,mRNA interactome,4.3641515,0.0007720465,3.6874723333,0.00150112,linked,recognized,ENSG00000100227,mRNA interactome,mRNA interactome,mRNA interactome,POLDIP3,84271,Q9BY77,linked,recognized,,,,,,,,
