Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P65510	KEFG_SALTY	reviewed	Glutathione-regulated potassium-efflux system ancillary protein KefG (Putative quinone oxidoreductase KefG) (EC 1.6.5.2)	kefG STM3458	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	183
Q8ZM45	IXTPA_SALTY	reviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	rdgB yggV STM3103	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	197
Q8ZQZ4	KDGT2_SALTY	reviewed	2-keto-3-deoxygluconate permease 2 (KDG permease 2)	kdgT2 STM0651	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	317
Q8ZQW3	KDPC_SALTY	reviewed	Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	kdpC STM0704	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	194
Q8ZQC0	KDSB_SALTY	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB STM0988	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	248
Q9X6M5	KGUA_SALTY	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk STM3740	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	207
P65226	KHSE_SALTY	reviewed	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB STM0003	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	309
Q7CQF3	KITH_SALTY	reviewed	Thymidine kinase (EC 2.7.1.21)	tdk STM1750	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	205
Q8ZNW0	KPYK2_SALTY	reviewed	Pyruvate kinase II (EC 2.7.1.40) (PK-2)	pykA STM1888	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	480
Q7CQP8	LEUE_SALTY	reviewed	Leucine efflux protein	leuE STM1270	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	212
P0A1Q2	LGUL_SALTY	reviewed	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	gloA STM1435	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	135
Q8ZR04	LIPA_SALTY	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA STM0633	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	321
Q8ZL61	LLDD_SALTY	reviewed	L-lactate dehydrogenase (EC 1.1.-.-)	lldD STM3694	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	396
Q8ZQD4	LOLA_SALTY	reviewed	Outer-membrane lipoprotein carrier protein	lolA STM0961	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	203
P30752	LOLB_SALTY	reviewed	Outer-membrane lipoprotein LolB	lolB hemM STM1778	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	207
P0A1Z0	LDCI_SALTY	reviewed	Inducible lysine decarboxylase (LDC) (EC 4.1.1.18)	cadA ldcI STM2559	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	714
P15875	LEU1_SALTY	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA STM0113	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	523
Q8ZLP1	MSRQ_SALTY	reviewed	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ STM3378	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	199
Q8ZRJ0	LEUC2_SALTY	reviewed	3-isopropylmalate dehydratase large subunit 2 (EC 4.2.1.33) (Alpha-IPM isomerase 2) (IPMI 2) (Isopropylmalate isomerase 2)	leuC2 STM0329	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	473
Q8ZRI9	LEUD2_SALTY	reviewed	3-isopropylmalate dehydratase small subunit 2 (EC 4.2.1.33) (Alpha-IPM isomerase 2) (IPMI 2) (Isopropylmalate isomerase 2)	leuD2 STM0330	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	208
P0A1W4	LEPA_SALTY	reviewed	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA STM2583	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	599
P65449	MSRB_SALTY	reviewed	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB STM1291	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	137
P67347	MSRP_SALTY	reviewed	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP STM3377	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	334
P46924	LEUO_SALTY	reviewed	Probable HTH-type transcriptional regulator LeuO	leuO STM0115	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	314
Q8ZL42	LIGB_SALTY	reviewed	DNA ligase B (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)] B)	ligB STM3739	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	561
P77983	KPYK1_SALTY	reviewed	Pyruvate kinase I (EC 2.7.1.40) (PK-1)	pykF STM1378	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	470
Q8ZKW1	KUP_SALTY	reviewed	Low affinity potassium transport system protein kup (Kup system potassium uptake protein)	kup STM3880	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	622
Q8ZR03	LIPB_SALTY	reviewed	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB STM0635	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	213
P0A191	LIVF_SALTY	reviewed	High-affinity branched-chain amino acid transport ATP-binding protein LivF (LIV-I protein F)	livF livG STM3560	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	237
Q8ZPZ4	MNMA_SALTY	reviewed	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA trmU STM1234	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	368
P17750	KATG_SALTY	reviewed	Catalase-peroxidase (CP) (EC 1.11.1.21) (Hydroperoxidase I) (HPI) (Peroxidase/catalase)	katG STM4106	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	726
Q8ZQC4	KCY_SALTY	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk STM0980	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	227
Q8ZRF7	IPRA_SALTY	reviewed	Inhibitor of hydrogen peroxide resistance	iprA yaiV STM0374	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	207
Q8ZM27	IRAD_SALTY	reviewed	Anti-adapter protein IraD	iraD STM3130	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	126
Q8ZMF6	ISPD_SALTY	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD STM2930	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	236
P0A1V6	KPRS_SALTY	reviewed	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA STM1780	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	315
P65246	KTHY_SALTY	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk STM1200	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	213
P65398	MOAE_SALTY	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	moaE STM0806	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	150
Q8ZLS1	KDSD_SALTY	reviewed	Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13)	kdsD STM3315	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	328
Q8ZLS0	KDSC_SALTY	reviewed	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	kdsC STM3316	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	188
P65417	MPGP_SALTY	reviewed	Mannosyl-3-phosphoglycerate phosphatase (MPGP) (EC 3.1.3.70)	yedP STM1986	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	271
P21622	ILVH_SALTY	reviewed	Acetolactate synthase isozyme 3 small subunit (EC 2.2.1.6) (ALS-III) (Acetohydroxy-acid synthase III small subunit) (AHAS-III)	ilvH STM0117	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	163
P69343	INVF_SALTY	reviewed	Invasion protein InvF (Transcriptional regulator InvF)	invF STM2899	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	216
P0CL43	INVH_SALTY	reviewed	Invasion lipoprotein invH	invH STM2900	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	147
Q7CQ12	ISCA_SALTY	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA STM2541	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	107
P20506	ILVA_SALTY	reviewed	L-Threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA STM3905 STMD1.87	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	514
Q7CR46	IRAP_SALTY	reviewed	Anti-adapter protein IraP	iraP STM0383	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	86
P55892	MOTB_SALTY	reviewed	Motility protein B (Chemotaxis protein MotB)	motB STM1922	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	309
P55891	MOTA_SALTY	reviewed	Motility protein A (Chemotaxis protein MotA)	motA STM1923	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	295
P26466	LAMB_SALTY	reviewed	Maltoporin (Maltose-inducible porin)	lamB malL STM4231	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	452
Q8ZQE4	MACB_SALTY	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB STM0942	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	648
P26468	MALG_SALTY	reviewed	Maltose/maltodextrin transport system permease protein MalG	malG STM4227	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	296
P24519	NADA_SALTY	reviewed	Quinolinate synthase A (EC 2.5.1.72)	nadA STM0756	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	347
P24518	NADR_SALTY	reviewed	Trifunctional NAD biosynthesis/regulator protein NadR [Includes: Transcriptional regulator NadR; Nicotinamide mononucleotide adenylyltransferase (NMN adenylyltransferase) (NMN-AT) (NMNAT) (EC 2.7.7.1) (Nicotinamide ribonucleotide adenylyltransferase) (Nicotinamide-nucleotide adenylyltransferase); Ribosylnicotinamide kinase (RNK) (EC 2.7.1.22) (Nicotinamide riboside kinase) (NRK) (NmR-K)]	nadR nadI pnuA STM4580	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	410
P65774	NADK_SALTY	reviewed	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK STM2683	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	292
Q8ZQX7	NAGB_SALTY	reviewed	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	nagB STM0684	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	266
P67714	NDPA_SALTY	reviewed	Nucleoid-associated protein YejK	yejK STM2226	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	335
Q8ZQ06	NAGZ_SALTY	reviewed	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	nagZ STM1209	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	341
Q8ZLQ6	NANA_SALTY	reviewed	N-acetylneuraminate lyase (NAL) (Neu5Ac lyase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase)	nanA STM3339	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	297
P67735	NANR_SALTY	reviewed	HTH-type transcriptional repressor NanR	nanR STM3340	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	263
Q8ZLS5	OBG_SALTY	reviewed	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg yhbZ STM3301	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	390
P65534	NDK_SALTY	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk STM2526	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	143
Q8ZPZ9	NAGK_SALTY	reviewed	N-acetyl-D-glucosamine kinase (EC 2.7.1.59) (GlcNAc kinase)	nagK ycfX STM1220	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	303
Q8ZLQ7	NANE2_SALTY	reviewed	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2 (EC 5.1.3.9) (ManNAc-6-P epimerase 2)	nanE2 STM3337	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	229
Q8ZMX9	NADB_SALTY	reviewed	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	nadB STM2641	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	540
P30012	NADC_SALTY	reviewed	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	nadC STM0145	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	297
P0A2G5	NANT_SALTY	reviewed	Sialic acid transporter NanT (Sialic acid permease) (Sialic acid/H(+) symporter)	nanT STM3338	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	496
Q8ZNH6	NAPA_SALTY	reviewed	Periplasmic nitrate reductase (EC 1.9.6.1)	napA STM2259	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	828
Q8ZLQ8	NANK_SALTY	reviewed	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK STM3336	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	291
P37593	NARU_SALTY	reviewed	Nitrate/nitrite transporter NarU (Nitrite extrusion protein 2) (Nitrite facilitator 2)	narU STM1576	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	462
Q8ZRZ3	NHAA_SALTY	reviewed	Na(+)/H(+) antiporter NhaA (Sodium/proton antiporter NhaA)	nhaA STM0039	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	388
Q8ZP14	NHAB_SALTY	reviewed	Na(+)/H(+) antiporter NhaB (Sodium/proton antiporter NhaB)	nhaB STM1806	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	514
P25926	NIRC_SALTY	reviewed	Nitrite transporter NirC	nirC STM3476	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	269
P67613	LFTR_SALTY	reviewed	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	aat STM0955	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	234
Q8ZL63	LLDP_SALTY	reviewed	L-lactate permease	lldP lctP STM3692	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	551
Q8ZRW0	LPTD_SALTY	reviewed	LPS-assembly protein LptD	lptD imp ostA STM0093	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	786
P0A1X6	MAP1_SALTY	reviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map pepM STM0215	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	264
P0A2S4	MARA_SALTY	reviewed	Multiple antibiotic resistance protein MarA	marA STM1519	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	127
Q02755	MCPC_SALTY	reviewed	Methyl-accepting chemotaxis citrate transducer (Citrate chemoreceptor protein)	tcp STM3577	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	547
Q8ZNQ1	MDTC_SALTY	reviewed	Multidrug resistance protein MdtC (Multidrug transporter MdtC)	mdtC STM2128	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1026
P0CI70	MGTC_SALTY	reviewed	Protein MgtC	mgtC STM3764	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	231
Q00267	NHOA_SALTY	reviewed	N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118) (Arylamine N-acetyltransferase) (Arylhydroxamate N,O-acetyltransferase) (NAT101)	nhoA STM1582	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	281
Q8ZKW6	MNMG_SALTY	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA STM3874	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	629
Q8ZQR6	MODC_SALTY	reviewed	Molybdenum import ATP-binding protein ModC (EC 3.6.3.29)	modC STM0783	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	352
Q7CQ56	MENB_SALTY	reviewed	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB STM2307	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	285
P58486	MENC_SALTY	reviewed	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC STM2306	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	320
Q8ZKY1	MDTL_SALTY	reviewed	Multidrug resistance protein MdtL	mdtL STM3847	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	395
Q8ZPP2	MDTK_SALTY	reviewed	Multidrug resistance protein MdtK (Multidrug-efflux transporter)	mdtK norM STM1425	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	457
Q8ZR89	METN2_SALTY	reviewed	Methionine import ATP-binding protein MetN 2 (EC 3.6.3.-)	metN2 STM0511	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	338
P65350	MGSA_SALTY	reviewed	Methylglyoxal synthase (MGS) (EC 4.2.3.3)	mgsA STM1076	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	152
P37413	METAS_SALTY	reviewed	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	metAS metA STM4182	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	309
P65363	MINE_SALTY	reviewed	Cell division topological specificity factor	minE STM1816	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	88
Q8ZKY3	MNME_SALTY	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE STM3843	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	454
P11003	METF_SALTY	reviewed	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	metF STM4105	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	296
Q8ZRM9	METN1_SALTY	reviewed	Methionine import ATP-binding protein MetN 1 (EC 3.6.3.-)	metN1 STM0247	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	343
Q56036	MGLC_SALTY	reviewed	Galactoside transport system permease protein MglC	mglC STM2188	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	336
P30878	MELB_SALTY	reviewed	Melibiose carrier protein (Melibiose permease) (Melibiose transporter) (Na+ (Li+)/melibiose symporter) (Thiomethylgalactoside permease II)	melB STM4299	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	476
Q9RCI2	MIAB_SALTY	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB STM0670	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	474
P0CL12	MLRA_SALTY	reviewed	HTH-type transcriptional regulator MlrA (MerR-like regulator A)	mlrA STM2160	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	243
Q8ZM39	MLTC_SALTY	reviewed	Membrane-bound lytic murein transglycosylase C (EC 4.2.2.n1) (Murein lyase C)	mltC STM3112	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	360
P65386	MOAA_SALTY	reviewed	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA STM0802	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	329
Q8ZKU9	MOBA_SALTY	reviewed	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA STM3994	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	194
Q56067	MOEB_SALTY	reviewed	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (MoaD protein adenylase) (Molybdopterin-converting factor subunit 1 adenylase) (Sulfur carrier protein MoaD adenylyltransferase)	moeB STM0845	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	249
Q8ZLR7	MTGA_SALTY	reviewed	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA STM3326	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	242
Q8ZL67	MTLD_SALTY	reviewed	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD STM3686	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	382
P60217	MTNN_SALTY	reviewed	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	mtnN mtn STM0207	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	232
Q8ZQB7	MUKF_SALTY	reviewed	Chromosome partition protein MukF	mukF STM0992	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	440
Q7CQK0	MDTI_SALTY	reviewed	Spermidine export protein MdtI	mdtI STM1483	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	109
Q7CQK1	MDTJ_SALTY	reviewed	Spermidine export protein MdtJ	mdtJ STM1482	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	120
Q08015	MIAE_SALTY	reviewed	tRNA-(ms[2]io[6]A)-hydroxylase (EC 1.-.-.-)	miaE STM4471	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	270
Q8ZRU5	MRAY_SALTY	reviewed	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY STM0125	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	360
P0CL14	MRDA_SALTY	reviewed	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	mrdA pbpA STM1910	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	623
Q8ZNS5	MTFA_SALTY	reviewed	Protein MtfA (Mlc titration factor A)	mtfA STM2001	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	265
Q8ZRU2	MURC_SALTY	reviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC STM0129	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	491
