Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P0AFG6	ODO2_ECOLI	reviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	sucB b0727 JW0716	Escherichia coli (strain K12)	405
P0AFG8	ODP1_ECOLI	reviewed	Pyruvate dehydrogenase E1 component (PDH E1 component) (EC 1.2.4.1)	aceE b0114 JW0110	Escherichia coli (strain K12)	887
P0AF12	MTNN_ECOLI	reviewed	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (P46) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	mtnN mtn pfs yadA b0159 JW0155	Escherichia coli (strain K12)	232
P0AAD2	MTR_ECOLI	reviewed	Tryptophan-specific transport protein (Tryptophan permease)	mtr b3161 JW3130	Escherichia coli (strain K12)	414
P25737	LYSP_ECOLI	reviewed	Lysine-specific permease	lysP cadR b2156 JW2143	Escherichia coli (strain K12)	489
P68187	MALK_ECOLI	reviewed	Maltose/maltodextrin import ATP-binding protein MalK (EC 7.5.2.1)	malK b4035 JW3995	Escherichia coli (strain K12)	371
P0AEX9	MALE_ECOLI	reviewed	Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP)	malE b4034 JW3994	Escherichia coli (strain K12)	396
P0AEY3	MAZG_ECOLI	reviewed	Nucleoside triphosphate pyrophosphohydrolase (NTP-PPase) (EC 3.6.1.8)	mazG b2781 JW2752	Escherichia coli (strain K12)	263
P0AFA7	NHAB_ECOLI	reviewed	Na(+)/H(+) antiporter NhaB (Sodium/proton antiporter NhaB)	nhaB b1186 JW1175	Escherichia coli (strain K12)	513
P0AFF4	NUPG_ECOLI	reviewed	Nucleoside permease NupG (Nucleoside-transport system protein NupG)	nupG b2964 JW2932	Escherichia coli (strain K12)	418
P36771	LRHA_ECOLI	reviewed	Probable HTH-type transcriptional regulator LrhA	lrhA genR b2289 JW2284	Escherichia coli (strain K12)	312
P0ABL5	NAPC_ECOLI	reviewed	Cytochrome c-type protein NapC	napC yejX b2202 JW2190	Escherichia coli (strain K12)	200
P23200	MGLC_ECOLI	reviewed	Galactoside transport system permease protein MglC	mglC b2148 JW2135	Escherichia coli (strain K12)	336
P0A738	MOAC_ECOLI	reviewed	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC chlA3 b0783 JW0766	Escherichia coli (strain K12)	161
P32173	MOBA_ECOLI	reviewed	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide biosynthesis protein A) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase) (Protein FA)	mobA chlB mob narB b3857 JW3829	Escherichia coli (strain K12)	194
P09833	MODC_ECOLI	reviewed	Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)	modC chlD narD b0765 JW0748	Escherichia coli (strain K12)	352
P76264	MNTP_ECOLI	reviewed	Probable manganese efflux pump MntP	mntP yebN b1821 JW5830	Escherichia coli (strain K12)	188
P0A9F1	MNTR_ECOLI	reviewed	Transcriptional regulator MntR (Manganese transport regulator)	mntR ybiQ b0817 JW0801	Escherichia coli (strain K12)	155
P76096	MOKB_ECOLI	reviewed	Regulatory protein MokB	mokB b1420 JW5882	Escherichia coli (strain K12)	55
P09348	MOTA_ECOLI	reviewed	Motility protein A (Chemotaxis protein MotA)	motA flaJ b1890 JW1879	Escherichia coli (strain K12)	295
P39285	MSCM_ECOLI	reviewed	Miniconductance mechanosensitive channel MscM	mscM yjeP b4159 JW4120	Escherichia coli (strain K12)	1107
P0C0S1	MSCS_ECOLI	reviewed	Small-conductance mechanosensitive channel	mscS yggB b2924 JW2891	Escherichia coli (strain K12)	286
P42641	OBG_ECOLI	reviewed	GTPase ObgE/CgtA (EC 3.6.5.-) (GTP-binding protein Obg)	obgE cgtA obg yhbZ b3183 JW3150	Escherichia coli (strain K12)	390
P24174	MANC_ECOLI	reviewed	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP)	manC cpsB rfbM b2049 JW2034	Escherichia coli (strain K12)	478
P76114	MCBR_ECOLI	reviewed	HTH-type transcriptional regulator McbR	mcbR yncC b1450 JW1445	Escherichia coli (strain K12)	221
P0AFB5	NTRB_ECOLI	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL glnR ntrB b3869 JW3840	Escherichia coli (strain K12)	349
P0AFB8	NTRC_ECOLI	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	glnG glnT ntrC b3868 JW3839	Escherichia coli (strain K12)	469
P45578	LUXS_ECOLI	reviewed	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS ygaG b2687 JW2662	Escherichia coli (strain K12)	171
P31547	METI_ECOLI	reviewed	D-methionine transport system permease protein MetI	metI yaeE b0198 JW0194	Escherichia coli (strain K12)	217
P0AEZ1	METF_ECOLI	reviewed	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	metF b3941 JW3913	Escherichia coli (strain K12)	296
P33590	NIKA_ECOLI	reviewed	Nickel-binding periplasmic protein	nikA b3476 JW3441	Escherichia coli (strain K12)	524
P33593	NIKD_ECOLI	reviewed	Nickel import ATP-binding protein NikD (EC 3.6.3.24)	nikD b3479 JW3444	Escherichia coli (strain K12)	254
P33594	NIKE_ECOLI	reviewed	Nickel import ATP-binding protein NikE (EC 3.6.3.24)	nikE b3480 JW3445	Escherichia coli (strain K12)	268
P0ADA3	NLPD_ECOLI	reviewed	Murein hydrolase activator NlpD	nlpD b2742 JW2712	Escherichia coli (strain K12)	379
P40710	NLPE_ECOLI	reviewed	Lipoprotein NlpE (Copper homeostasis protein CutF)	nlpE cutF b0192 JW0188	Escherichia coli (strain K12)	236
P0AFB1	NLPI_ECOLI	reviewed	Lipoprotein NlpI	nlpI yhbM b3163 JW3132	Escherichia coli (strain K12)	294
P21420	NMPC_ECOLI	reviewed	Putative outer membrane porin protein NmpC	nmpC phmA b0553	Escherichia coli (strain K12)	365
P31060	MODF_ECOLI	reviewed	ABC transporter ATP-binding protein ModF (Photorepair protein PhrA)	modF ORF6 phrA b0760 JW0743	Escherichia coli (strain K12)	490
P0AF06	MOTB_ECOLI	reviewed	Motility protein B (Chemotaxis protein MotB)	motB b1889 JW1878	Escherichia coli (strain K12)	308
P16926	MREC_ECOLI	reviewed	Cell shape-determining protein MreC (Cell shape protein MreC) (Rod shape-determining protein MreC)	mreC b3250 JW3219	Escherichia coli (strain K12)	367
P76342	MSRP_ECOLI	reviewed	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP yedY b1971 JW1954	Escherichia coli (strain K12)	334
P76343	MSRQ_ECOLI	reviewed	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ yedZ b1972 JW1955	Escherichia coli (strain K12)	211
P06959	ODP2_ECOLI	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	aceF b0115 JW0111	Escherichia coli (strain K12)	630
Q46865	MQSR_ECOLI	reviewed	mRNA interferase toxin MqsR (EC 3.1.-.-) (Endoribonuclease MqsR) (Motility quorum-sensing regulator MqsR) (Toxin MqsR)	mqsR ygiU b3022 JW2990	Escherichia coli (strain K12)	98
P0DKB3	MNTS_ECOLI	reviewed	Small protein MntS	mntS rybA b4705 JW0800.1	Escherichia coli (strain K12)	42
P0AD65	MRDA_ECOLI	reviewed	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	mrdA pbpA b0635 JW0630	Escherichia coli (strain K12)	633
P77338	MSCK_ECOLI	reviewed	Mechanosensitive channel MscK (Potassium efflux system KefA)	mscK aefA kefA b0465 JW0454	Escherichia coli (strain K12)	1120
P0A742	MSCL_ECOLI	reviewed	Large-conductance mechanosensitive channel	mscL yhdC b3291 JW3252	Escherichia coli (strain K12)	136
P76241	NIMR_ECOLI	reviewed	HTH-type transcriptional regulator NimR (Regulator of nimT)	nimR yeaM b1790 JW1779	Escherichia coli (strain K12)	273
P0ABL1	NRFB_ECOLI	reviewed	Cytochrome c-type protein NrfB	nrfB yjcI b4071 JW4032	Escherichia coli (strain K12)	188
P32709	NRFD_ECOLI	reviewed	Protein NrfD	nrfD yjcK b4073 JW4034	Escherichia coli (strain K12)	318
P0A7B5	PROB_ECOLI	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB b0242 JW0232	Escherichia coli (strain K12)	367
P0A9N8	NRDG_ECOLI	reviewed	Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-) (Class III anaerobic ribonucleotide reductase small component)	nrdG yjgE b4237 JW4196	Escherichia coli (strain K12)	154
P0AEI6	NUDJ_ECOLI	reviewed	Phosphatase NudJ (EC 3.6.1.-)	nudJ ymfB b1134 JW1120	Escherichia coli (strain K12)	153
P0A8D0	NRDR_ECOLI	reviewed	Transcriptional repressor NrdR	nrdR ybaD b0413 JW0403	Escherichia coli (strain K12)	149
P0AAK7	NRFC_ECOLI	reviewed	Protein NrfC	nrfC yjcJ b4072 JW4033	Escherichia coli (strain K12)	223
P0AFC0	NUDB_ECOLI	reviewed	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.67) (Dihydroneopterin triphosphate pyrophosphatase) (dATP pyrophosphohydrolase)	nudB ntpA b1865 JW1854	Escherichia coli (strain K12)	150
P77788	NUDG_ECOLI	reviewed	CTP pyrophosphohydrolase (EC 3.6.1.65)	nudG ynjG b1759 JW1748	Escherichia coli (strain K12)	135
P0AC26	NIRC_ECOLI	reviewed	Nitrite transporter NirC	nirC b3367 JW3330	Escherichia coli (strain K12)	268
P67430	NEMR_ECOLI	reviewed	HTH-type transcriptional repressor NemR (Bleach-sensing transcription factor) (Redox-regulated transcription factor NemR)	nemR ydhM b1649 JW5874	Escherichia coli (strain K12)	199
P31061	NOHA_ECOLI	reviewed	Prophage DNA-packing protein NohA (Prophage Qin DNA-packaging protein Nu1 homolog)	nohQ nohA b1548 JW1541	Escherichia coli (strain K12)	189
P75960	NPD_ECOLI	reviewed	NAD-dependent protein deacylase (EC 3.5.1.-) (Regulatory protein SIR2 homolog)	cobB ycfY b1120 JW1106	Escherichia coli (strain K12)	279
P0A7A7	PLSB_ECOLI	reviewed	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB b4041 JW4001	Escherichia coli (strain K12)	807
P0A8G6	NQOR_ECOLI	reviewed	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase) (NQO)	wrbA b1004 JW0989	Escherichia coli (strain K12)	198
P26647	PLSC_ECOLI	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (EC 2.3.1.n4) (Lysophosphatidic acid acyltransferase) (LPAAT) (Phosphatidic acid synthase) (PA synthase)	plsC parF b3018 JW2986	Escherichia coli (strain K12)	245
P68739	NFI_ECOLI	reviewed	Endonuclease V (EndoV) (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi yjaF b3998 JW5547	Escherichia coli (strain K12)	223
P31600	NFRA_ECOLI	reviewed	Bacteriophage adsorption protein A (Bacteriophage N4 adsorption protein A)	nfrA b0568 JW0557	Escherichia coli (strain K12)	990
P67080	PLPHP_ECOLI	reviewed	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	yggS b2951 JW2918	Escherichia coli (strain K12)	234
P0AFA5	NFRB_ECOLI	reviewed	Bacteriophage adsorption protein B (Bacteriophage N4 adsorption protein B)	nfrB b0569 JW0558	Escherichia coli (strain K12)	745
P17117	NFSA_ECOLI	reviewed	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-) (Modulator of drug activity A)	nfsA mda18 mdaA ybjB b0851 JW0835	Escherichia coli (strain K12)	240
P38489	NFSB_ECOLI	reviewed	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase)	nfsB dprA nfnB nfsI ntr b0578 JW0567	Escherichia coli (strain K12)	217
P77567	NHOA_ECOLI	reviewed	N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118) (Arylamine N-acetyltransferase) (Arylhydroxamate N,O-acetyltransferase)	nhoA yddI b1463 JW1458	Escherichia coli (strain K12)	281
P0A9I8	NIRD_ECOLI	reviewed	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	nirD b3366 JW3329	Escherichia coli (strain K12)	108
P0A772	NRDI_ECOLI	reviewed	Protein NrdI	nrdI ygaO b2674 JW2649	Escherichia coli (strain K12)	136
P32711	NRFF_ECOLI	reviewed	Formate-dependent nitrite reductase complex subunit NrfF	nrfF yjcM b4075 JW4036	Escherichia coli (strain K12)	127
P32710	NRFE_ECOLI	reviewed	Probable cytochrome c-type biogenesis protein NrfE	nrfE yjcL b4074 JW4035	Escherichia coli (strain K12)	552
P07004	PROA_ECOLI	reviewed	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA b0243 JW0233	Escherichia coli (strain K12)	417
P31062	NOHD_ECOLI	reviewed	DNA-packaging protein NU1 homolog	nohD nohB b0560 JW0549	Escherichia coli (strain K12)	181
P37013	NORR_ECOLI	reviewed	Anaerobic nitric oxide reductase transcription regulator NorR	norR ygaA b2709 JW5843	Escherichia coli (strain K12)	504
P28903	NRDD_ECOLI	reviewed	Anaerobic ribonucleoside-triphosphate reductase (EC 1.1.98.6) (Class III ribonucleoside-triphosphate reductase)	nrdD b4238 JW4197	Escherichia coli (strain K12)	712
P45799	NUDE_ECOLI	reviewed	ADP compounds hydrolase NudE (EC 3.6.1.-)	nudE yrfE b3397 JW3360	Escherichia coli (strain K12)	186
P43337	NUDL_ECOLI	reviewed	Uncharacterized Nudix hydrolase NudL (EC 3.6.1.-)	nudL yeaB b1813 JW1802	Escherichia coli (strain K12)	192
P0AFD4	NUOH_ECOLI	reviewed	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H) (NUO8)	nuoH b2282 JW2277	Escherichia coli (strain K12)	325
P77258	NEMA_ECOLI	reviewed	N-ethylmaleimide reductase (NEM reductase) (EC 1.3.1.-) (N-ethylmaleimide reducing enzyme)	nemA ydhN b1650 JW1642	Escherichia coli (strain K12)	365
P37596	NORW_ECOLI	reviewed	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)	norW flrR ygbD b2711 JW2681	Escherichia coli (strain K12)	377
P0AAL3	NAPG_ECOLI	reviewed	Ferredoxin-type protein NapG (Ubiquinol--[NapC cytochrome c] reductase NapG subunit)	napG yojA yojB b2205 JW2193	Escherichia coli (strain K12)	231
P23917	MAK_ECOLI	reviewed	Fructokinase (EC 2.7.1.4) (D-fructose kinase) (Manno(fructo)kinase)	mak yajF b0394 JW0385	Escherichia coli (strain K12)	302
P18811	MALI_ECOLI	reviewed	Maltose regulon regulatory protein MalI	malI b1620 JW1612	Escherichia coli (strain K12)	342
P31806	NNR_ECOLI	reviewed	Bifunctional NAD(P)H-hydrate repair enzyme Nnr (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)]	nnr yjeF b4167 JW4125	Escherichia coli (strain K12)	515
P32166	MENA_ECOLI	reviewed	1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)	menA yiiW b3930 JW3901	Escherichia coli (strain K12)	308
P29208	MENC_ECOLI	reviewed	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC b2261 JW2256	Escherichia coli (strain K12)	320
P0C0T5	MEPA_ECOLI	reviewed	Penicillin-insensitive murein endopeptidase (EC 3.4.24.-) (D-alanyl-D-alanine-endopeptidase) (DD-endopeptidase)	mepA b2328 JW2325	Escherichia coli (strain K12)	274
P0AFV4	MEPS_ECOLI	reviewed	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase (EC 3.4.-.-) (EC 3.4.17.13) (Lipoprotein Spr) (Murein hydrolase MepS)	mepS spr yeiV b2175 JW2163	Escherichia coli (strain K12)	188
P0A817	METK_ECOLI	reviewed	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK metX b2942 JW2909	Escherichia coli (strain K12)	384
P77182	MNMC_ECOLI	reviewed	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	mnmC yfcK b2324 JW5380	Escherichia coli (strain K12)	668
P12281	MOEA_ECOLI	reviewed	Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1)	moeA bisB chlE narE b0827 JW0811	Escherichia coli (strain K12)	411
P60785	LEPA_ECOLI	reviewed	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA b2569 JW2553	Escherichia coli (strain K12)	599
P39400	LGOD_ECOLI	reviewed	L-galactonate-5-dehydrogenase (EC 1.1.1.414)	lgoD yjjN b4358 JW5793	Escherichia coli (strain K12)	340
P0AB38	LPOB_ECOLI	reviewed	Penicillin-binding protein activator LpoB (PBP activator LpoB) (Lipoprotein activator of PBP from the outer membrane B)	lpoB ycfM b1105 JW5157	Escherichia coli (strain K12)	213
P0ADC1	LPTE_ECOLI	reviewed	LPS-assembly lipoprotein LptE (Rare lipoprotein B)	lptE rlpB b0641 JW0636	Escherichia coli (strain K12)	193
P0AF98	LPTF_ECOLI	reviewed	Lipopolysaccharide export system permease protein LptF	lptF yjgP b4261 JW4218	Escherichia coli (strain K12)	366
P0A725	LPXC_ECOLI	reviewed	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (Protein EnvA) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC asmB envA b0096 JW0094	Escherichia coli (strain K12)	305
P00803	LEP_ECOLI	reviewed	Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I)	lepB b2568 JW2552	Escherichia coli (strain K12)	324
P09151	LEU1_ECOLI	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA b0074 JW0073	Escherichia coli (strain K12)	523
P33232	LLDD_ECOLI	reviewed	L-lactate dehydrogenase (EC 1.1.-.-)	lldD lctD b3605 JW3580	Escherichia coli (strain K12)	396
P33231	LLDP_ECOLI	reviewed	L-lactate permease	lldP lctP b3603 JW3578	Escherichia coli (strain K12)	551
P75867	LONH_ECOLI	reviewed	Putative Lon protease homolog (EC 3.4.21.-) (ATP-dependent protease La homolog)	ycbZ b0955 JW0938	Escherichia coli (strain K12)	586
P0AD74	LPF2_ECOLI	reviewed	Phenylalanine--tRNA ligase operon leader peptide (pheST attenuator peptide)	pheM phtL b1715 JW1705	Escherichia coli (strain K12)	14
P0ADF3	LPRH_ECOLI	reviewed	Putative rho operon leader peptide	rhoL b3782 JW3755	Escherichia coli (strain K12)	33
P0AD89	LPTN_ECOLI	reviewed	Tryptophanase operon leader peptide	tnaC tnaL b3707 JW3685	Escherichia coli (strain K12)	24
P0AD92	LPW_ECOLI	reviewed	trp operon leader peptide	trpL trpEE b1265 JW1257	Escherichia coli (strain K12)	14
P0A9V1	LPTB_ECOLI	reviewed	Lipopolysaccharide export system ATP-binding protein LptB (EC 3.6.3.-)	lptB yhbG b3201 JW3168	Escherichia coli (strain K12)	241
P0A722	LPXA_ECOLI	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA b0181 JW0176	Escherichia coli (strain K12)	262
P31554	LPTD_ECOLI	reviewed	LPS-assembly protein LptD (Organic solvent tolerance protein)	lptD imp ostA yabG b0054 JW0053	Escherichia coli (strain K12)	784
P0A6A6	LEUC_ECOLI	reviewed	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC b0072 JW0071	Escherichia coli (strain K12)	466
P30126	LEUD_ECOLI	reviewed	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD b0071 JW0070	Escherichia coli (strain K12)	201
P76249	LEUE_ECOLI	reviewed	Leucine efflux protein	leuE yeaS b1798 JW1787	Escherichia coli (strain K12)	212
P10151	LEUO_ECOLI	reviewed	HTH-type transcriptional regulator LeuO	leuO b0076 JW0075	Escherichia coli (strain K12)	314
Q47153	LFHA_ECOLI	reviewed	Putative truncated flagellar export/assembly protein LfhA	lfhA fhiA b0229 JW5811	Escherichia coli (strain K12)	579
P0ADC3	LOLC_ECOLI	reviewed	Lipoprotein-releasing system transmembrane protein LolC	lolC ycfU b1116 JW5161	Escherichia coli (strain K12)	399
P03061	LPIV_ECOLI	reviewed	ilv operon leader peptide (ilvBN operon attenuator peptide)	ivbL b3672 JW3647	Escherichia coli (strain K12)	32
P45464	LPOA_ECOLI	reviewed	Penicillin-binding protein activator LpoA (PBP activator LpoA) (Lipoprotein activator of PBP from the outer membrane A)	lpoA yraM b3147 JW3116	Escherichia coli (strain K12)	678
P0ADV9	LPTC_ECOLI	reviewed	Lipopolysaccharide export system protein LptC	lptC yrbK b3199 JW3166	Escherichia coli (strain K12)	191
P0ACV0	LPXL_ECOLI	reviewed	Lipid A biosynthesis lauroyltransferase (EC 2.3.1.241) (Kdo(2)-lipid IV(A) lauroyltransferase)	lpxL htrB waaM b1054 JW1041	Escherichia coli (strain K12)	306
P75830	MACA_ECOLI	reviewed	Macrolide export protein MacA	macA ybjY b0878 JW0862	Escherichia coli (strain K12)	371
P00946	MANA_ECOLI	reviewed	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	manA pmi b1613 JW1605	Escherichia coli (strain K12)	391
P0AE72	MAZE_ECOLI	reviewed	Antitoxin MazE	mazE chpAI chpR b2783 JW2754	Escherichia coli (strain K12)	82
P0AE70	MAZF_ECOLI	reviewed	Endoribonuclease toxin MazF (EC 3.1.27.-) (Toxin MazF) (mRNA interferase MazF)	mazF chpA chpAK b2782 JW2753	Escherichia coli (strain K12)	111
P0ABU0	MENB_ECOLI	reviewed	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB b2262 JW2257	Escherichia coli (strain K12)	285
P13009	METH_ECOLI	reviewed	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Methionine synthase, vitamin-B12-dependent) (MS)	metH b4019 JW3979	Escherichia coli (strain K12)	1227
